"","Latitude","Longitude","Month","Day","Year","X..km2","Microplastics...km.2","Macroplastics....km.2","Total.Wieght..g..km.2","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Source","Notes","Mesh.Size","TopLim","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","v10Mps","CutOff"
"113",35.9848,-139.9853,9,27,2009,178484.39,173182.24,5302.15,12479.85,836.91,11642.94,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"114",34.1563,-179.988,7,14,2009,129535.09,121808.44,7726.65,1000.73,551.27,449.46,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"115",32.2592,-167.992,1,31,2008,144121.8,133989.28,10132.52,1171.51,632.95,538.56,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"116",32.005,-159.0086,9,18,2009,370095.39,358471.32,11624.07,708.26,512.86,195.4,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"117",35.6912,-147.6655,2,9,2008,205983.52,191284.7,14698.82,1734.26,878.53,855.73,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"118",35.841,-140.8242,9,26,2009,171896.35,152116.74,19779.61,5838.18,1317.16,4521.02,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"119",34.679,-142.0756,2,11,2008,325701.95,308807.3,16894.65,10944.81,602.55,10342.26,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"120",35.007,-141.434,9,26,2009,194230.45,182359.74,11870.71,7415.86,1240.9,6174.96,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"121",31.3098,-163.994,7,4,2009,314827.27,300467.76,14359.51,1804.87,612.44,1192.43,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"122",35.7626,-138.7748,2,14,2008,245603.21,235044.05,10559.16,1116.36,648.36,468,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"123",31.1583,-160.2433,9,13,2009,425355.55,403382.12,21973.43,587.95,307.83,280.12,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"124",39.3125,-179.7445,7,18,2009,278159.56,267461.12,10698.44,324.03,263.62,60.41,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"125",36.074,-140.8297,9,27,2009,223710.91,215169.22,8541.69,10145.36,1357.18,8788.18,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"126",34.6675,-142.0818,9,25,2009,271626.63,261517.55,10109.08,2124.78,1145.08,979.7,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"127",31.151,-160.1013,9,13,2009,762220.89,697192.54,65028.35,2939.72,1064.17,1875.55,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"128",34.2913,-144.3522,9,24,2009,361175.11,335491.55,25683.56,6224.86,1055.24,5169.62,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"129",36.0408,-140.3313,2,13,2008,653859.27,592626.27,61233,1037.2,477.77,559.43,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"130",36.083,-140.7946,2,13,2008,494785.01,450530.68,44254.33,1736.25,598.6,1137.65,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"131",35.3814,-141.0245,2,12,2008,687832.17,645944.61,41887.56,1606.34,641.32,965.02,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"132",37.8664,-143.8151,9,21,2007,282967.05,271370.04,11597.01,865.84,504.01,361.83,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"133",35.0049,-141.4513,2,11,2008,387392.53,373734.8,13657.73,2741.91,930.66,1811.25,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"134",34.0515,-179.9942,7,14,2009,354677.51,354677.51,0,385.38,385.38,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"135",34.6502,-142.2878,9,25,2009,400461.79,375278.62,25183.17,3786.22,1973.25,1812.97,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"136",35.9064,-141.7822,2,11,2008,462732.91,446352.08,16380.83,2539.74,912.34,1627.4,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"137",36.0405,-140.3197,9,27,2009,356365.72,345405.06,10960.66,3029.6,1752.39,1277.21,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"138",35.8409,-140.8203,2,12,2008,699750.51,650725.65,49024.86,5474.62,888.5,4586.12,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"139",36.0135,-140.1468,9,27,2009,472929.2,454029.61,18899.59,8748.59,1734.65,7013.94,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"140",34.37,-143.7072,9,24,2009,499379.69,472261.32,27118.37,8645.26,4036.58,4608.68,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"141",36.6822,-144.8449,9,22,2007,502011.12,473808.25,28202.87,13701.37,819.32,12882.05,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"142",43.063,5.8787,7,30,2010,0,0,0,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"143",43.3181,5.1862,7,31,2010,0,0,0,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"144",43.3203,5.1988,7,31,2010,0,0,0,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"145",43.3003,5.246,8,1,2010,0,0,0,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"146",43.0098,4.3971,8,1,2010,9446.7,7966.4,1480.3,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"147",42.8136,3.9276,8,1,2010,11248.59,9485.94,1762.65,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"148",42.5295,3.1341,8,2,2010,11422.64,9632.71,1789.93,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"149",43.2609,4.9354,8,1,2010,12000,10119.6,1880.4,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"150",42.2428,8.5225,8,7,2010,12104.28,10207.54,1896.74,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"151",43.3241,5.1659,7,31,2010,12958.96,10928.29,2030.67,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"152",42.4627,3.3037,8,2,2010,20247.47,17074.69,3172.78,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"153",43.6823,7.699,7,10,2010,24774.78,20892.57,3882.21,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"154",42.6938,8.5717,7,21,2010,28077.75,23677.97,4399.78,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"155",43.2046,8.999,7,13,2010,28751.76,24246.36,4505.4,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"156",42.7252,8.5102,7,21,2010,29157.67,24588.66,4569.01,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"157",42.757,8.4698,7,21,2010,29835.39,25160.18,4675.21,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"158",42.8195,8.3553,7,22,2010,30400,25636.32,4763.68,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"159",43.7653,8.0349,7,10,2010,37558.69,31673.24,5885.45,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"160",42.8568,8.317,7,21,2010,37796.98,31874.19,5922.79,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"161",42.3235,8.5842,8,7,2010,38000,32045.4,5954.6,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"162",42.3302,3.4784,8,2,2010,41536.86,35028.03,6508.83,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"163",43.0758,6.384,7,29,2010,45296.17,38198.26,7097.91,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"164",43.5743,7.393,8,7,2010,51000,43008.3,7991.7,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"165",43.2464,8.0701,7,26,2010,52915.76,44623.86,8291.9,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"166",43.4473,8.3581,7,27,2010,54545.45,45998.18,8547.27,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"167",42.9838,9.3248,7,16,2010,63645.13,53671.94,9973.19,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"168",42.7337,9.0328,7,17,2010,87116.57,73465.4,13651.17,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"169",42.6544,8.6121,7,21,2010,95032.4,80140.82,14891.58,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"170",43.5498,8.6342,7,27,2010,107904.65,90995.99,16908.66,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"171",42.2513,3.6462,8,2,2010,127429.8,107461.55,19968.25,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"172",42.8895,10.2292,7,15,2010,130669.55,110193.63,20475.92,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"173",42.8743,8.2616,7,21,2010,156587.48,132050.22,24537.26,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"174",44.1738,8.9859,7,11,2010,171390.02,144533.2,26856.82,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"175",42.7962,8.4162,7,21,2010,190871.36,160961.82,29909.54,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"176",42.6225,8.6588,7,21,2010,191144.71,161192.33,29952.38,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"177",43.8789,9.3394,7,12,2010,211875.84,178674.9,33200.94,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"178",42.6043,8.7248,7,21,2010,360691.14,304170.84,56520.3,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"179",43.0032,6.3696,7,29,2010,461123.11,388865.12,72257.99,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"180",44.2934,9.2035,7,11,2010,761818.18,642441.27,119376.91,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"181",42.8428,10.2831,7,15,2010,892008.63,752230.88,139777.75,0,0,0,"F.Galgani","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"182",42.9905,6.4062,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",42.9885,6.4672,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",42.9862,6.4991,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",42.9768,6.5611,5,20,2008,1.96,0,1.96,19.6,0,19.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",42.9666,6.6219,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",43.1411,6.973,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",43.1783,7.0104,5,20,2008,1.96,0,1.96,19.6,0,19.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",43.2166,7.0478,5,20,2008,3.93,0,3.93,196,0,196,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",43.2553,7.0859,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",43.2941,7.1243,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",43.3317,7.1611,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",43.369,7.1959,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",43.3928,7.1651,5,20,2008,3.93,0,3.93,2044.7,0,2044.7,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",43.4076,7.0842,5,20,2008,7.86,0,7.86,78.4,0,78.4,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",43.4216,7.0155,5,20,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",43.3823,6.9233,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",43.3787,6.9794,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",43.3758,7.0368,5,21,2008,5.89,0,5.89,58.8,0,58.8,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",43.3738,7.0925,5,21,2008,3.93,0,3.93,39.2,0,39.2,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",43.3722,7.1514,5,21,2008,7.86,0,7.86,1902.6,0,1902.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",43.37,7.2031,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",43.3742,7.2676,5,21,2008,5.89,0,5.89,215.6,0,215.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",43.3768,7.3375,5,21,2008,3.93,0,3.93,196,0,196,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",43.3649,7.3069,5,21,2008,1.96,0,1.96,19.6,0,19.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",43.3479,7.2387,5,21,2008,1.96,0,1.96,176.4,0,176.4,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",43.3303,7.1696,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",43.3137,7.1019,5,21,2008,3.93,0,3.93,39.2,0,39.2,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",43.2682,6.8859,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",43.3027,6.9248,5,21,2008,3.93,0,3.93,39.2,0,39.2,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",43.3138,6.9668,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",43.3481,6.9982,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",43.3839,7.0298,5,21,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",43.6879,7.4692,5,22,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",43.6478,7.4976,5,22,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",43.5176,7.5261,5,22,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",43.504,7.4613,5,22,2008,25.54,0,25.54,668.2,0,668.2,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",43.4819,7.0825,5,23,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",43.461,7.1332,5,23,2008,1.96,0,1.96,176.4,0,176.4,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",43.4386,7.1908,5,23,2008,1.96,0,1.96,19.6,0,19.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",43.4162,7.2492,5,23,2008,3.93,0,3.93,39.2,0,39.2,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",43.3958,7.305,5,23,2008,3.93,0,3.93,155.2,0,155.2,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",43.3766,7.36,5,23,2008,1.96,0,1.96,2000.6,0,2000.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",43.3579,7.4172,5,23,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",43.3265,7.4256,5,23,2008,3.93,0,3.93,468.8,0,468.8,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",43.305,7.376,5,23,2008,7.86,0,7.86,194.4,0,194.4,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",43.2652,7.3481,5,23,2008,19.65,0,19.65,468.8,0,468.8,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",43.2194,7.368,5,23,2008,11.79,0,11.79,117.6,0,117.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",43.1742,7.3873,5,23,2008,5.89,0,5.89,58.8,0,58.8,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",43.1289,7.4073,5,23,2008,1.96,0,1.96,19.6,0,19.6,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",43.0842,7.4281,5,23,2008,0,0,0,0,0,0,"F.Galgani","Corrected","200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
