"","Latitude","Longitude","Month","Day","Year","X..km2","Microplastics...km.2","Macroplastics....km.2","Total.Wieght..g..km.2","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Source","Notes","Mesh.Size","TopLim","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","v10Mps","CutOff"
"6314",19.06,-78.6,4,27,2011,30899,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,NA,NA,5.97106702482281e-08,NA,NA,NA,NA,NA
"6315",19.06,-65.01,5,13,2001,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,NA,NA,Inf,NA,NA,NA,NA,NA
"6316",19.06,-65.01,5,13,2001,720,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,1.92916666666667e-06,NA,NA,NA,NA,NA
"6317",19.06,-59.96,4,23,2017,2760,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318",19.07,-154.76,11,4,2011,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,Inf,NA,NA,NA,NA,NA
"6319",19.07,-74.43,4,21,2010,2187,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829,NA,NA,8.36305441243713e-07,NA,NA,NA,NA,NA
"6320",19.08,-74.93,4,6,1994,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6321",19.09,-159.29,4,27,2012,4546,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,NA,NA,3.38759348878135e-07,NA,NA,NA,NA,NA
"6322",19.09,-156.24,4,2,2002,5343,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,NA,NA,3.5036496350365e-07,NA,NA,NA,NA,NA
"6323",19.09,-110.71,11,13,2005,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2407,NA,NA,Inf,NA,NA,NA,NA,NA
"6324",19.09,-108.41,12,2,2004,1620,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,NA
"6325",19.09,-108.39,11,30,2005,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,NA,NA,Inf,NA,NA,NA,NA,NA
"6326",19.09,-79.22,4,24,2008,2700,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,4.11481481481481e-07,NA,NA,NA,NA,NA
"6327",19.09,-77.96,3,13,2000,3780,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA,NA
"6328",19.1,-157.66,3,28,2009,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122,NA,NA,Inf,NA,NA,NA,NA,NA
"6329",19.1,-74.37,3,11,2000,5000,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,2e-07,NA,NA,NA,NA,NA
"6330",19.11,-158.04,3,26,2011,1318,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2277,NA,NA,1.72761760242792e-06,NA,NA,NA,NA,NA
"6331",19.11,-80.49,12,11,2009,504,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,NA,NA,3.93650793650794e-06,NA,NA,NA,NA,NA
"6332",19.11,-76.56,12,19,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA,NA
"6333",19.11,-76.56,12,19,2000,1620,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,NA
"6334",19.11,-57.61,11,3,2003,4723,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,3.13783612110946e-07,NA,NA,NA,NA,NA
"6335",19.12,-106.06,10,29,2001,540,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"6336",19.12,-78.95,3,16,2012,4338,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,NA,2.12540341171047e-07,NA,NA,NA,NA,NA
"6337",19.12,-59.73,11,4,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,NA
"6338",19.13,-154.67,4,28,2003,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6339",19.13,-77.69,3,1,2003,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6340",19.13,-77.2,4,15,1996,2160,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,NA
"6341",19.14,-58.3,11,4,2010,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,NA,NA,Inf,NA,NA,NA,NA,NA
"6342",19.15,-158.02,11,17,2011,446,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2240,NA,NA,5.02242152466368e-06,NA,NA,NA,NA,NA
"6343",19.15,-154.81,4,28,2003,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889,NA,NA,Inf,NA,NA,NA,NA,NA
"6344",19.15,-77.31,3,13,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6345",19.15,-69.56,3,4,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,NA,NA,Inf,NA,NA,NA,NA,NA
"6346",19.15,-69.13,12,8,2011,10296,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,NA,NA,1.98135198135198e-07,NA,NA,NA,NA,NA
"6347",19.15,-65.55,12,2,2012,20322,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181,NA,NA,5.81143588229505e-08,NA,NA,NA,NA,NA
"6348",19.15,-65.55,12,2,2017,20322,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6349",19.16,-79.38,12,22,2011,5473,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827,NA,NA,3.33820573725562e-07,NA,NA,NA,NA,NA
"6350",19.16,-74.01,3,8,2012,704,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421,NA,NA,2.01846590909091e-06,NA,NA,NA,NA,NA
"6351",19.16,-60.71,10,30,2006,900,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA,NA
"6352",19.17,-171.16,4,18,2002,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685,NA,NA,Inf,NA,NA,NA,NA,NA
"6353",19.17,-79.43,4,30,2010,3214,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2489,NA,NA,7.74424393279403e-07,NA,NA,NA,NA,NA
"6354",19.17,-69.22,12,8,2011,2185,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,NA,NA,6.2837528604119e-07,NA,NA,NA,NA,NA
"6355",19.17,-69.19,4,12,2010,2290,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310,NA,NA,5.72052401746725e-07,NA,NA,NA,NA,NA
"6356",19.17,-58.22,11,3,1997,4320,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,NA
"6357",19.18,-69.29,12,8,2011,4395,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,NA,NA,2.07053469852105e-07,NA,NA,NA,NA,NA
"6358",19.18,-69.09,12,12,2006,2700,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,NA
"6359",19.18,-68.49,12,8,2006,3780,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA,NA
"6360",19.19,-157.97,5,14,2012,14133,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203,NA,NA,8.51199320738697e-08,NA,NA,NA,NA,NA
"6361",19.19,-84.56,12,13,2008,2144,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399,NA,NA,6.52518656716418e-07,NA,NA,NA,NA,NA
"6362",19.19,-79.89,3,16,2012,4230,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,NA,NA,4.47044917257683e-07,NA,NA,NA,NA,NA
"6363",19.2,-154.86,4,28,2003,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778,NA,NA,Inf,NA,NA,NA,NA,NA
"6364",19.2,-68.93,4,9,2011,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2248,NA,NA,Inf,NA,NA,NA,NA,NA
"6365",19.2,-60.69,4,26,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6366",19.21,-69.09,3,4,2004,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"6367",19.22,-81.28,4,17,1996,13889,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,NA,NA,4.6655626754986e-08,NA,NA,NA,NA,NA
"6368",19.22,-69.16,2,27,1999,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"6369",19.22,-64.34,3,24,2010,1371,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189,NA,NA,1.59664478482859e-06,NA,NA,NA,NA,NA
"6370",19.23,-155,4,28,2003,29158,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.35160161876672e-08,NA,NA,NA,NA,NA
"6371",19.23,-129.47,10,15,2011,1640,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829,NA,NA,1.11524390243902e-06,NA,NA,NA,NA,NA
"6372",19.23,-74.53,2,25,1998,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"6373",19.23,-74.48,4,8,2003,1246,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,1.93258426966292e-06,NA,NA,NA,NA,NA
"6374",19.23,-61.3,11,5,1997,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6375",19.24,-110.06,11,17,2003,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6376",19.24,-106.66,12,3,2003,4860,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.81069958847737e-07,NA,NA,NA,NA,NA
"6377",19.24,-78.73,4,29,2010,1729,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735,NA,NA,1.00347021399653e-06,NA,NA,NA,NA,NA
"6378",19.24,-69.01,3,5,2012,562,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778,NA,NA,3.16370106761566e-06,NA,NA,NA,NA,NA
"6379",19.25,-68.96,4,10,2009,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3113,NA,NA,Inf,NA,NA,NA,NA,NA
"6380",19.25,-68.91,4,11,2008,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,NA
"6381",19.25,-61.03,4,21,2001,3240,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA,NA
"6382",19.26,-159.27,5,10,2011,1832,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092,NA,NA,5.96069868995633e-07,NA,NA,NA,NA,NA
"6383",19.26,-78.73,3,8,2002,9719,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.90554583804918e-07,NA,NA,NA,NA,NA
"6384",19.27,-58.58,10,28,1991,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6385",19.27,-58.58,10,28,1991,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"6386",19.28,-80.55,12,25,2006,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4080,NA,NA,Inf,NA,NA,NA,NA,NA
"6387",19.28,-69.09,3,3,2005,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6388",19.28,-68.65,3,1,1997,2160,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,NA
"6389",19.28,-66.31,12,3,2012,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,Inf,NA,NA,NA,NA,NA
"6390",19.28,-66.31,12,3,2017,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6391",19.29,-156.23,3,30,2004,1620,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,NA
"6392",19.29,-79.21,12,22,1999,27538,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.72525237853148e-08,NA,NA,NA,NA,NA
"6393",19.29,-66.73,12,3,2012,553,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809,NA,NA,3.27124773960217e-06,NA,NA,NA,NA,NA
"6394",19.29,-66.73,12,3,2017,553,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6395",19.29,-59.61,11,2,1998,5400,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA,NA
"6396",19.3,-157.69,3,28,2009,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333,NA,NA,Inf,NA,NA,NA,NA,NA
"6397",19.3,-80.7,12,11,2008,399,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2507,NA,NA,6.28320802005012e-06,NA,NA,NA,NA,NA
"6398",19.30833333,-64.76833333,5,17,2013,3475,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6399",19.31,-157.98,11,19,2012,4086,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468,NA,NA,3.59275575134606e-07,NA,NA,NA,NA,NA
"6400",19.31,-108.7,11,27,2007,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,Inf,NA,NA,NA,NA,NA
"6401",19.31,-107.8,12,3,2004,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6402",19.31,-107.79,12,2,2004,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA,NA
"6403",19.31,-74.63,12,17,2006,4723,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,3.13783612110946e-07,NA,NA,NA,NA,NA
"6404",19.31,-65.18,4,4,2011,9145,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2515,NA,NA,2.75013668671405e-07,NA,NA,NA,NA,NA
"6405",19.31,-59.94,4,24,2005,5400,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,3.08703703703704e-07,NA,NA,NA,NA,NA
"6406",19.32,-160.65,3,29,2011,5893,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188,NA,NA,2.01595112845749e-07,NA,NA,NA,NA,NA
"6407",19.32,-73.86,3,6,2002,3085,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,4.20097244732577e-07,NA,NA,NA,NA,NA
"6408",19.32,-68.13,12,6,2011,3450,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029,NA,NA,5.88115942028986e-07,NA,NA,NA,NA,NA
"6409",19.32,-65.08,5,11,1999,3000,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,5.55666666666667e-07,NA,NA,NA,NA,NA
"6410",19.325,-66.22666667,4,16,2014,7025.212708,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281.1,NA,NA,1.82357467773344e-07,NA,NA,NA,NA,NA
"6411",19.33,-154.42,6,10,2008,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1511,NA,NA,Inf,NA,NA,NA,NA,NA
"6412",19.33,-79.14,3,2,2003,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6413",19.33,-69.16,3,8,2000,7019,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.63855250035618e-07,NA,NA,NA,NA,NA
"6414",19.34,-157.45,6,8,2011,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652,NA,NA,Inf,NA,NA,NA,NA,NA
"6415",19.35,-78.43,12,26,1998,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"6416",19.35,-68.92,12,9,2006,450,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,4.93777777777778e-06,NA,NA,NA,NA,NA
"6417",19.35,-68.3,12,4,2012,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1814,NA,NA,Inf,NA,NA,NA,NA,NA
"6418",19.35,-68.3,12,4,2017,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6419",19.36,-156.38,2,13,2003,600,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,NA
"6420",19.36,-79.15,12,20,2012,23387,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651,NA,NA,1.13353572497541e-07,NA,NA,NA,NA,NA
"6421",19.36,-79.15,12,20,2017,23387,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6422",19.36,-59.42,11,2,2009,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6423",19.37,-74.52,12,25,1997,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6424",19.38,-80.69,4,28,2011,10514,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046,NA,NA,9.94863990869317e-08,NA,NA,NA,NA,NA
"6425",19.38,-74.09,3,5,2001,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6426",19.38,-57.75,11,4,2002,900,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA,NA
"6427",19.385,-126.6183333,11,15,2013,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6428",19.39,-74.05,3,11,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"6429",19.39,-65.97,12,2,2012,3565,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683,NA,NA,4.72089761570827e-07,NA,NA,NA,NA,NA
"6430",19.39,-65.97,12,2,2017,3565,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6431",19.4,-78.57,12,27,1997,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
