Latitude ,Longitude ,Month,Day,Year,#/km2,Microplastics #/km^2,Macroplastics # /km^2,Total Wieght (g)/km^2,Microplastics Weight (g)/ km^2,Macroplastics Weight (g) /km^2,Source,Notes,Mesh Size,Conc
13.78,-62.95,12,6,2002,0,,,,,,SEA Education,Not adjusted,333um,13.78-62.9512620020SEA EducationNot adjusted333um
13.43,-62.75,12,7,2002,0,,,,,,SEA Education,Not adjusted,333um,13.43-62.7512720020SEA EducationNot adjusted333um
23.14,-109.13,12,10,2002,0,,,,,,SEA Education,Not Adjusted,333um,23.14-109.13121020020SEA EducationNot Adjusted333um
22.2,-109.9,12,10,2002,0,,,,,,SEA Education,Not Adjusted,333um,22.2-109.9121020020SEA EducationNot Adjusted333um
21.35,-110.61,12,11,2002,0,,,,,,SEA Education,Not Adjusted,333um,21.35-110.61121120020SEA EducationNot Adjusted333um
20.69,-111.76,12,11,2002,0,,,,,,SEA Education,Not Adjusted,333um,20.69-111.76121120020SEA EducationNot Adjusted333um
19.85,-113.05,12,12,2002,0,,,,,,SEA Education,Not Adjusted,333um,19.85-113.05121220020SEA EducationNot Adjusted333um
18.66,-114.51,12,12,2002,0,,,,,,SEA Education,Not Adjusted,333um,18.66-114.51121220020SEA EducationNot Adjusted333um
13.29,-61.4,12,12,2002,0,,,,,,SEA Education,Not adjusted,333um,13.29-61.4121220020SEA EducationNot adjusted333um
17.64,-115.08,12,13,2002,535,,,,,,SEA Education,Not Adjusted,333um,17.64-115.0812132002535SEA EducationNot Adjusted333um
16.83,-116.12,12,13,2002,0,,,,,,SEA Education,Not Adjusted,333um,16.83-116.12121320020SEA EducationNot Adjusted333um
15.95,-117.03,12,13,2002,0,,,,,,SEA Education,Not Adjusted,333um,15.95-117.03121320020SEA EducationNot Adjusted333um
13.27,-61.72,12,13,2002,0,,,,,,SEA Education,Not adjusted,333um,13.27-61.72121320020SEA EducationNot adjusted333um
14.61,-117.44,12,14,2002,1604,,,,,,SEA Education,Not Adjusted,333um,14.61-117.44121420021604SEA EducationNot Adjusted333um
13.31,-117.78,12,14,2002,1059,,,,,,SEA Education,Not Adjusted,333um,13.31-117.78121420021059SEA EducationNot Adjusted333um
11.94,-117.85,12,15,2002,1620,,,,,,SEA Education,Not Adjusted,333um,11.94-117.85121520021620SEA EducationNot Adjusted333um
11.63,-118.72,12,15,2002,0,,,,,,SEA Education,Not Adjusted,333um,11.63-118.72121520020SEA EducationNot Adjusted333um
15.28,-67.42,12,15,2002,0,,,,,,SEA Education,Not adjusted,333um,15.28-67.42121520020SEA EducationNot adjusted333um
11.18,-120.25,12,16,2002,0,,,,,,SEA Education,Not Adjusted,333um,11.18-120.25121620020SEA EducationNot Adjusted333um
9.92,-120.39,12,16,2002,1161,,,,,,SEA Education,Not Adjusted,333um,9.92-120.39121620021161SEA EducationNot Adjusted333um
15.53,-68.83,12,16,2002,0,,,,,,SEA Education,Not adjusted,333um,15.53-68.83121620020SEA EducationNot adjusted333um
8.71,-120.48,12,17,2002,0,,,,,,SEA Education,Not Adjusted,333um,8.71-120.48121720020SEA EducationNot Adjusted333um
7.74,-121.22,12,17,2002,0,,,,,,SEA Education,Not Adjusted,333um,7.74-121.22121720020SEA EducationNot Adjusted333um
15.62,-69.61,12,17,2002,0,,,,,,SEA Education,Not adjusted,333um,15.62-69.61121720020SEA EducationNot adjusted333um
6.35,-121.85,12,18,2002,0,,,,,,SEA Education,Not Adjusted,333um,6.35-121.85121820020SEA EducationNot Adjusted333um
16.45,-71.33,12,18,2002,0,,,,,,SEA Education,Not adjusted,333um,16.45-71.33121820020SEA EducationNot adjusted333um
16.15,-71.94,12,18,2002,0,,,,,,SEA Education,Not adjusted,333um,16.15-71.94121820020SEA EducationNot adjusted333um
5.07,-122.52,12,19,2002,0,,,,,,SEA Education,Not Adjusted,333um,5.07-122.52121920020SEA EducationNot Adjusted333um
3.96,-123.17,12,19,2002,0,,,,,,SEA Education,Not Adjusted,333um,3.96-123.17121920020SEA EducationNot Adjusted333um
3.24,-124.05,12,19,2002,0,,,,,,SEA Education,Not Adjusted,333um,3.24-124.05121920020SEA EducationNot Adjusted333um
15.16,-72.99,12,19,2002,0,,,,,,SEA Education,Not adjusted,333um,15.16-72.99121920020SEA EducationNot adjusted333um
1.99,-125.33,12,20,2002,0,,,,,,SEA Education,Not Adjusted,333um,1.99-125.33122020020SEA EducationNot Adjusted333um
16.2,-73.6,12,20,2002,0,,,,,,SEA Education,Not adjusted,333um,16.2-73.6122020020SEA EducationNot adjusted333um
16.82,-74.13,12,20,2002,0,,,,,,SEA Education,Not adjusted,333um,16.82-74.13122020020SEA EducationNot adjusted333um
1.09,-126.58,12,21,2002,0,,,,,,SEA Education,Not Adjusted,333um,1.09-126.58122120020SEA EducationNot Adjusted333um
0.27,-127.68,12,21,2002,0,,,,,,SEA Education,Not Adjusted,333um,0.27-127.68122120020SEA EducationNot Adjusted333um
-0.14,-128.33,12,21,2002,0,,,,,,SEA Education,Not Adjusted,333um,-0.14-128.33122120020SEA EducationNot Adjusted333um
17.99,-74.39,12,21,2002,3569,,,,,,SEA Education,Not adjusted,333um,17.99-74.39122120023569SEA EducationNot adjusted333um
18.15,-74.59,12,21,2002,4234,,,,,,SEA Education,Not adjusted,333um,18.15-74.59122120024234SEA EducationNot adjusted333um
2.83,-128.61,12,22,2002,0,,,,,,SEA Education,Not Adjusted,333um,2.83-128.61122220020SEA EducationNot Adjusted333um
17.91,-75.85,12,22,2002,600,,,,,,SEA Education,Not adjusted,333um,17.91-75.8512222002600SEA EducationNot adjusted333um
5.74,-128.9,12,24,2002,514,,,,,,SEA Education,Not Adjusted,333um,5.74-128.912242002514SEA EducationNot Adjusted333um
18.58,-77.35,12,24,2002,6513,,,,,,SEA Education,Not adjusted,333um,18.58-77.35122420026513SEA EducationNot adjusted333um
19.45,-80.55,12,26,2002,0,,,,,,SEA Education,Not adjusted,333um,19.45-80.55122620020SEA EducationNot adjusted333um
24.27,-82.21,1,6,2003,0,,,,,,SEA Education,Not adjusted,333um,24.27-82.211620030SEA EducationNot adjusted333um
24.37,-82.24,1,6,2003,0,,,,,,SEA Education,Not adjusted,333um,24.37-82.241620030SEA EducationNot adjusted333um
25.52,-82.94,1,29,2003,1080,,,,,,SEA Education,Not adjusted,333um,25.52-82.9412920031080SEA EducationNot adjusted333um
23.94,-81.9,1,30,2003,2160,,,,,,SEA Education,Not adjusted,333um,23.94-81.913020032160SEA EducationNot adjusted333um
24.01,-81.6,1,30,2003,450,,,,,,SEA Education,Not adjusted,333um,24.01-81.61302003450SEA EducationNot adjusted333um
24.17,-82.58,1,31,2003,0,,,,,,SEA Education,Not adjusted,333um,24.17-82.5813120030SEA EducationNot adjusted333um
24.53,-83.46,2,1,2003,2395,,,,,,SEA Education,Not adjusted,333um,24.53-83.462120032395SEA EducationNot adjusted333um
24.58,-83.38,2,1,2003,0,,,,,,SEA Education,Not adjusted,333um,24.58-83.382120030SEA EducationNot adjusted333um
21.18,-157.79,2,10,2003,6352,,,,,,SEA Education,Not Adjusted,333um,21.18-157.7921020036352SEA EducationNot Adjusted333um
20.94,-157.49,2,11,2003,21384,,,,,,SEA Education,Not Adjusted,333um,20.94-157.49211200321384SEA EducationNot Adjusted333um
24.42,-81.57,2,11,2003,1620,,,,,,SEA Education,Not adjusted,333um,24.42-81.5721120031620SEA EducationNot adjusted333um
20.49,-157.42,2,12,2003,0,,,,,,SEA Education,Not Adjusted,333um,20.49-157.4221220030SEA EducationNot Adjusted333um
19.66,-157.2,2,12,2003,2812,,,,,,SEA Education,Not Adjusted,333um,19.66-157.221220032812SEA EducationNot Adjusted333um
19.47,-156.98,2,12,2003,469,,,,,,SEA Education,Not Adjusted,333um,19.47-156.982122003469SEA EducationNot Adjusted333um
24.49,-80.79,2,12,2003,0,,,,,,SEA Education,Not adjusted,333um,24.49-80.7921220030SEA EducationNot adjusted333um
24.78,-79.59,2,12,2003,0,,,,,,SEA Education,Not adjusted,333um,24.78-79.5921220030SEA EducationNot adjusted333um
19.51,-156.49,2,13,2003,3446,,,,,,SEA Education,Not Adjusted,333um,19.51-156.4921320033446SEA EducationNot Adjusted333um
19.36,-156.38,2,13,2003,600,,,,,,SEA Education,Not Adjusted,333um,19.36-156.382132003600SEA EducationNot Adjusted333um
25.68,-79.67,2,13,2003,0,,,,,,SEA Education,Not adjusted,333um,25.68-79.6721320030SEA EducationNot adjusted333um
18.95,-156.27,2,14,2003,600,,,,,,SEA Education,Not Adjusted,333um,18.95-156.272142003600SEA EducationNot Adjusted333um
26.37,-79.03,2,14,2003,1620,,,,,,SEA Education,Not adjusted,333um,26.37-79.0321420031620SEA EducationNot adjusted333um
26.1,-78.61,2,14,2003,540,,,,,,SEA Education,Not adjusted,333um,26.1-78.612142003540SEA EducationNot adjusted333um
17.68,-155.1,2,15,2003,540,,,,,,SEA Education,Not Adjusted,333um,17.68-155.12152003540SEA EducationNot Adjusted333um
26.42,-78.17,2,15,2003,0,,,,,,SEA Education,Not adjusted,333um,26.42-78.1721520030SEA EducationNot adjusted333um
26.16,-77.85,2,15,2003,0,,,,,,SEA Education,Not adjusted,333um,26.16-77.8521520030SEA EducationNot adjusted333um
15.36,-152.9,2,16,2003,0,,,,,,SEA Education,Not Adjusted,333um,15.36-152.921620030SEA EducationNot Adjusted333um
25.92,-77.37,2,16,2003,0,,,,,,SEA Education,Not adjusted,333um,25.92-77.3721620030SEA EducationNot adjusted333um
25.75,-77.22,2,16,2003,0,,,,,,SEA Education,Not adjusted,333um,25.75-77.2221620030SEA EducationNot adjusted333um
14.62,-152.27,2,17,2003,0,,,,,,SEA Education,Not Adjusted,333um,14.62-152.2721720030SEA EducationNot Adjusted333um
13.88,-151.63,2,17,2003,0,,,,,,SEA Education,Not Adjusted,333um,13.88-151.6321720030SEA EducationNot Adjusted333um
25.86,-76.31,2,17,2003,0,,,,,,SEA Education,Not adjusted,333um,25.86-76.3121720030SEA EducationNot adjusted333um
25.65,-75.42,2,17,2003,216523,,,,,,SEA Education,Not adjusted,333um,25.65-75.422172003216523SEA EducationNot adjusted333um
13.06,-150.87,2,18,2003,0,,,,,,SEA Education,Not Adjusted,333um,13.06-150.8721820030SEA EducationNot Adjusted333um
12.25,-150.21,2,18,2003,0,,,,,,SEA Education,Not Adjusted,333um,12.25-150.2121820030SEA EducationNot Adjusted333um
11.51,-149.63,2,18,2003,0,,,,,,SEA Education,Not Adjusted,333um,11.51-149.6321820030SEA EducationNot Adjusted333um
25.59,-74.6,2,18,2003,0,,,,,,SEA Education,Not adjusted,333um,25.59-74.621820030SEA EducationNot adjusted333um
24.86,-74.17,2,19,2003,0,,,,,,SEA Education,Not adjusted,333um,24.86-74.1721920030SEA EducationNot adjusted333um
24.12,-74.63,2,20,2003,1080,,,,,,SEA Education,Not adjusted,333um,24.12-74.6322020031080SEA EducationNot adjusted333um
8.64,-148.13,2,21,2003,1080,,,,,,SEA Education,Not Adjusted,333um,8.64-148.1322120031080SEA EducationNot Adjusted333um
8.14,-147.81,2,21,2003,0,,,,,,SEA Education,Not Adjusted,333um,8.14-147.8122120030SEA EducationNot Adjusted333um
7.16,-147.02,2,22,2003,0,,,,,,SEA Education,Not Adjusted,333um,7.16-147.0222220030SEA EducationNot Adjusted333um
6.25,-146.51,2,22,2003,540,,,,,,SEA Education,Not Adjusted,333um,6.25-146.512222003540SEA EducationNot Adjusted333um
22.04,-74.58,2,22,2003,0,,,,,,SEA Education,Not adjusted,333um,22.04-74.5822220030SEA EducationNot adjusted333um
5.04,-144.77,2,23,2003,0,,,,,,SEA Education,Not Adjusted,333um,5.04-144.7722320030SEA EducationNot Adjusted333um
21.34,-74.45,2,23,2003,540,,,,,,SEA Education,Not adjusted,333um,21.34-74.452232003540SEA EducationNot adjusted333um
21.44,-74.2,2,23,2003,3240,,,,,,SEA Education,Not adjusted,333um,21.44-74.222320033240SEA EducationNot adjusted333um
4.28,-143.82,2,24,2003,0,,,,,,SEA Education,Not Adjusted,333um,4.28-143.8222420030SEA EducationNot Adjusted333um
3.74,-143.46,2,24,2003,0,,,,,,SEA Education,Not Adjusted,333um,3.74-143.4622420030SEA EducationNot Adjusted333um
18.57,-76.82,2,28,2003,3780,,,,,,SEA Education,Not adjusted,333um,18.57-76.8222820033780SEA EducationNot adjusted333um
18.9,-77.17,3,1,2003,0,,,,,,SEA Education,Not adjusted,333um,18.9-77.173120030SEA EducationNot adjusted333um
19.13,-77.69,3,1,2003,0,,,,,,SEA Education,Not adjusted,333um,19.13-77.693120030SEA EducationNot adjusted333um
19.85,-78.88,3,2,2003,3780,,,,,,SEA Education,Not adjusted,333um,19.85-78.883220033780SEA EducationNot adjusted333um
19.33,-79.14,3,2,2003,0,,,,,,SEA Education,Not adjusted,333um,19.33-79.143220030SEA EducationNot adjusted333um
-8.99,-140,3,3,2003,0,,,,,,SEA Education,Not Adjusted,333um,-8.99-1403320030SEA EducationNot Adjusted333um
-9.05,-139.91,3,3,2003,0,,,,,,SEA Education,Not Adjusted,333um,-9.05-139.913320030SEA EducationNot Adjusted333um
18.89,-79.21,3,3,2003,2700,,,,,,SEA Education,Not adjusted,333um,18.89-79.213320032700SEA EducationNot adjusted333um
17.24,-79.34,3,3,2003,0,,,,,,SEA Education,Not adjusted,333um,17.24-79.343320030SEA EducationNot adjusted333um
16.39,-84.34,3,3,2003,0,,,,,,SEA Education,Not adjusted,333um,16.39-84.343320030SEA EducationNot adjusted333um
-8.26,-140.03,3,4,2003,0,,,,,,SEA Education,Not Adjusted,333um,-8.26-140.033420030SEA EducationNot Adjusted333um
-7.67,-140.09,3,4,2003,0,,,,,,SEA Education,Not Adjusted,333um,-7.67-140.093420030SEA EducationNot Adjusted333um
-6.72,-140.21,3,4,2003,614,,,,,,SEA Education,Not Adjusted,333um,-6.72-140.21342003614SEA EducationNot Adjusted333um
17,-80.39,3,4,2003,540,,,,,,SEA Education,Not adjusted,333um,17-80.39342003540SEA EducationNot adjusted333um
16.81,-81.25,3,4,2003,1080,,,,,,SEA Education,Not adjusted,333um,16.81-81.253420031080SEA EducationNot adjusted333um
-5.62,-140.48,3,5,2003,540,,,,,,SEA Education,Not Adjusted,333um,-5.62-140.48352003540SEA EducationNot Adjusted333um
-5.77,-140.77,3,5,2003,0,,,,,,SEA Education,Not Adjusted,333um,-5.77-140.773520030SEA EducationNot Adjusted333um
16.55,-82.03,3,5,2003,540,,,,,,SEA Education,Not adjusted,333um,16.55-82.03352003540SEA EducationNot adjusted333um
16.44,-83.03,3,5,2003,0,,,,,,SEA Education,Not adjusted,333um,16.44-83.033520030SEA EducationNot adjusted333um
16.37,-85.58,3,6,2003,0,,,,,,SEA Education,Not adjusted,333um,16.37-85.583620030SEA EducationNot adjusted333um
-8.49,-142.18,3,7,2003,535,,,,,,SEA Education,Not Adjusted,333um,-8.49-142.18372003535SEA EducationNot Adjusted333um
-9.57,-142.77,3,8,2003,0,,,,,,SEA Education,Not Adjusted,333um,-9.57-142.773820030SEA EducationNot Adjusted333um
-10.42,-143.09,3,8,2003,0,,,,,,SEA Education,Not Adjusted,333um,-10.42-143.093820030SEA EducationNot Adjusted333um
-11.28,-143.47,3,9,2003,0,,,,,,SEA Education,Not Adjusted,333um,-11.28-143.473920030SEA EducationNot Adjusted333um
-12.14,-143.99,3,9,2003,0,,,,,,SEA Education,Not Adjusted,333um,-12.14-143.993920030SEA EducationNot Adjusted333um
-12.74,-144.31,3,10,2003,0,,,,,,SEA Education,Not Adjusted,333um,-12.74-144.3131020030SEA EducationNot Adjusted333um
-13.64,-144.69,3,10,2003,0,,,,,,SEA Education,Not Adjusted,333um,-13.64-144.6931020030SEA EducationNot Adjusted333um
16.64,-85.93,3,11,2003,0,,,,,,SEA Education,Not adjusted,333um,16.64-85.9331120030SEA EducationNot adjusted333um
17.46,-85.87,3,11,2003,1080,,,,,,SEA Education,Not adjusted,333um,17.46-85.8731120031080SEA EducationNot adjusted333um
-15.27,-148.78,3,15,2003,0,,,,,,SEA Education,Not Adjusted,333um,-15.27-148.7831520030SEA EducationNot Adjusted333um
24.15,-83.88,3,16,2003,0,,,,,,SEA Education,Not adjusted,333um,24.15-83.8831620030SEA EducationNot adjusted333um
-17.14,-149.74,3,27,2003,1080,,,,,,SEA Education,Not Adjusted,333um,-17.14-149.7432720031080SEA EducationNot Adjusted333um
-16.61,-149.32,3,28,2003,1080,,,,,,SEA Education,Not Adjusted,333um,-16.61-149.3232820031080SEA EducationNot Adjusted333um
25.35,-79.81,3,28,2003,2700,,,,,,SEA Education,Not adjusted,333um,25.35-79.8132820032700SEA EducationNot adjusted333um
-15.27,-148.47,3,29,2003,0,,,,,,SEA Education,Not Adjusted,333um,-15.27-148.4732920030SEA EducationNot Adjusted333um
26.08,-79.48,3,29,2003,0,,,,,,SEA Education,Not adjusted,333um,26.08-79.4832920030SEA EducationNot adjusted333um
26.6,-79.39,3,29,2003,0,,,,,,SEA Education,Not adjusted,333um,26.6-79.3932920030SEA EducationNot adjusted333um
-14.7,-147.78,3,30,2003,1800,,,,,,SEA Education,Not Adjusted,333um,-14.7-147.7833020031800SEA EducationNot Adjusted333um
-14.92,-147,3,30,2003,1080,,,,,,SEA Education,Not Adjusted,333um,-14.92-14733020031080SEA EducationNot Adjusted333um
26.38,-79.04,3,30,2003,1080,,,,,,SEA Education,Not adjusted,333um,26.38-79.0433020031080SEA EducationNot adjusted333um
26.07,-78.04,3,30,2003,1705,,,,,,SEA Education,Not adjusted,333um,26.07-78.0433020031705SEA EducationNot adjusted333um
-14.91,-146.58,3,31,2003,0,,,,,,SEA Education,Not Adjusted,333um,-14.91-146.5833120030SEA EducationNot Adjusted333um
-14.12,-144.53,4,1,2003,0,,,,,,SEA Education,Not Adjusted,333um,-14.12-144.534120030SEA EducationNot Adjusted333um
-13.54,-143.12,4,2,2003,0,,,,,,SEA Education,Not Adjusted,333um,-13.54-143.124220030SEA EducationNot Adjusted333um
-13.21,-141.2,4,2,2003,0,,,,,,SEA Education,Not Adjusted,333um,-13.21-141.24220030SEA EducationNot Adjusted333um
-13.31,-141.14,4,3,2003,0,,,,,,SEA Education,Not Adjusted,333um,-13.31-141.144320030SEA EducationNot Adjusted333um
-13.39,-141.11,4,3,2003,0,,,,,,SEA Education,Not Adjusted,333um,-13.39-141.114320030SEA EducationNot Adjusted333um
-12.94,-139.58,4,4,2003,0,,,,,,SEA Education,Not Adjusted,333um,-12.94-139.584420030SEA EducationNot Adjusted333um
21.88,-73.33,4,4,2003,0,,,,,,SEA Education,Not adjusted,333um,21.88-73.334420030SEA EducationNot adjusted333um
-11.18,-138.44,4,5,2003,1620,,,,,,SEA Education,Not Adjusted,333um,-11.18-138.444520031620SEA EducationNot Adjusted333um
21.76,-73.36,4,5,2003,0,,,,,,SEA Education,Not adjusted,333um,21.76-73.364520030SEA EducationNot adjusted333um
21.18,-73.64,4,5,2003,0,,,,,,SEA Education,Not adjusted,333um,21.18-73.644520030SEA EducationNot adjusted333um
20.51,-73.69,4,6,2003,0,,,,,,SEA Education,Not adjusted,333um,20.51-73.694620030SEA EducationNot adjusted333um
19.23,-74.48,4,8,2003,1246,,,,,,SEA Education,Not adjusted,333um,19.23-74.484820031246SEA EducationNot adjusted333um
-5.83,-141.63,4,13,2003,0,,,,,,SEA Education,Not Adjusted,333um,-5.83-141.6341320030SEA EducationNot Adjusted333um
18.76,-77.02,4,13,2003,97192,,,,,,SEA Education,Not adjusted,333um,18.76-77.02413200397192SEA EducationNot adjusted333um
-5.67,-141.69,4,14,2003,0,,,,,,SEA Education,Not Adjusted,333um,-5.67-141.6941420030SEA EducationNot Adjusted333um
-5.63,-141.71,4,14,2003,0,,,,,,SEA Education,Not Adjusted,333um,-5.63-141.7141420030SEA EducationNot Adjusted333um
18.77,-77.93,4,14,2003,0,,,,,,SEA Education,Not adjusted,333um,18.77-77.9341420030SEA EducationNot adjusted333um
-3.99,-142.07,4,15,2003,0,,,,,,SEA Education,Not Adjusted,333um,-3.99-142.0741520030SEA EducationNot Adjusted333um
17.45,-78.91,4,15,2003,0,,,,,,SEA Education,Not adjusted,333um,17.45-78.9141520030SEA EducationNot adjusted333um
-1.38,-142.77,4,16,2003,0,,,,,,SEA Education,Not Adjusted,333um,-1.38-142.7741620030SEA EducationNot Adjusted333um
0.89,-143.03,4,17,2003,540,,,,,,SEA Education,Not Adjusted,333um,0.89-143.034172003540SEA EducationNot Adjusted333um
16.8,-82.28,4,17,2003,25918,,,,,,SEA Education,Not adjusted,333um,16.8-82.28417200325918SEA EducationNot adjusted333um
2.98,-143.47,4,18,2003,0,,,,,,SEA Education,Not Adjusted,333um,2.98-143.4741820030SEA EducationNot Adjusted333um
16.54,-84.2,4,18,2003,675,,,,,,SEA Education,Not adjusted,333um,16.54-84.24182003675SEA EducationNot adjusted333um
16.47,-84.78,4,18,2003,953,,,,,,SEA Education,Not adjusted,333um,16.47-84.784182003953SEA EducationNot adjusted333um
4.86,-143.41,4,19,2003,0,,,,,,SEA Education,Not Adjusted,333um,4.86-143.4141920030SEA EducationNot Adjusted333um
6.39,-144.23,4,20,2003,1350,,,,,,SEA Education,Not Adjusted,333um,6.39-144.2342020031350SEA EducationNot Adjusted333um
8.19,-145.47,4,21,2003,500,,,,,,SEA Education,Not Adjusted,333um,8.19-145.474212003500SEA EducationNot Adjusted333um
9.43,-146.5,4,21,2003,0,,,,,,SEA Education,Not Adjusted,333um,9.43-146.542120030SEA EducationNot Adjusted333um
9.55,-146.63,4,22,2003,0,,,,,,SEA Education,Not Adjusted,333um,9.55-146.6342220030SEA EducationNot Adjusted333um
9.53,-146.64,4,22,2003,0,,,,,,SEA Education,Not Adjusted,333um,9.53-146.6442220030SEA EducationNot Adjusted333um
10.68,-147.77,4,23,2003,0,,,,,,SEA Education,Not Adjusted,333um,10.68-147.7742320030SEA EducationNot Adjusted333um
17.1,-85.95,4,23,2003,1080,,,,,,SEA Education,Not adjusted,333um,17.1-85.9542320031080SEA EducationNot adjusted333um
12.49,-148.94,4,24,2003,0,,,,,,SEA Education,Not Adjusted,333um,12.49-148.9442420030SEA EducationNot Adjusted333um
24.68,-83.8,4,26,2003,0,,,,,,SEA Education,Not adjusted,333um,24.68-83.842620030SEA EducationNot adjusted333um
19.13,-154.67,4,28,2003,0,,,,,,SEA Education,Not Adjusted,333um,19.13-154.6742820030SEA EducationNot Adjusted333um
19.15,-154.81,4,28,2003,0,,,,,,SEA Education,Not Adjusted,333um,19.15-154.8142820030SEA EducationNot Adjusted333um
19.2,-154.86,4,28,2003,0,,,,,,SEA Education,Not Adjusted,333um,19.2-154.8642820030SEA EducationNot Adjusted333um
19.23,-155,4,28,2003,29158,,,,,,SEA Education,Not Adjusted,333um,19.23-155428200329158SEA EducationNot Adjusted333um
25.47,-83.88,4,28,2003,1620,,,,,,SEA Education,Not adjusted,333um,25.47-83.8842820031620SEA EducationNot adjusted333um
24.54,-83.26,4,29,2003,6479,,,,,,SEA Education,Not adjusted,333um,24.54-83.2642920036479SEA EducationNot adjusted333um
24.14,-82.22,5,1,2003,0,,,,,,SEA Education,Not adjusted,333um,24.14-82.225120030SEA EducationNot adjusted333um
20.4,-156.47,5,10,2003,0,,,,,,SEA Education,Not Adjusted,333um,20.4-156.4751020030SEA EducationNot Adjusted333um
23.82,-81.58,5,11,2003,0,,,,,,SEA Education,Not adjusted,333um,23.82-81.5851120030SEA EducationNot adjusted333um
23.98,-80.95,5,11,2003,2842,,,,,,SEA Education,Not adjusted,333um,23.98-80.9551120032842SEA EducationNot adjusted333um
19.8,-156.16,5,12,2003,0,,,,,,SEA Education,Not Adjusted,333um,19.8-156.1651220030SEA EducationNot Adjusted333um
24.56,-80.26,5,12,2003,0,,,,,,SEA Education,Not adjusted,333um,24.56-80.2651220030SEA EducationNot adjusted333um
25.6,-79.93,5,12,2003,0,,,,,,SEA Education,Not adjusted,333um,25.6-79.9351220030SEA EducationNot adjusted333um
26.75,-79.78,5,12,2003,0,,,,,,SEA Education,Not adjusted,333um,26.75-79.7851220030SEA EducationNot adjusted333um
18.83,-156.55,5,13,2003,0,,,,,,SEA Education,Not Adjusted,333um,18.83-156.5551320030SEA EducationNot Adjusted333um
16.62,-157.58,5,14,2003,0,,,,,,SEA Education,Not Adjusted,333um,16.62-157.5851420030SEA EducationNot Adjusted333um
28.76,-79.47,5,14,2003,3240,,,,,,SEA Education,Not adjusted,333um,28.76-79.4751420033240SEA EducationNot adjusted333um
29.16,-78.63,5,14,2003,0,,,,,,SEA Education,Not adjusted,333um,29.16-78.6351420030SEA EducationNot adjusted333um
14.13,-158.31,5,15,2003,0,,,,,,SEA Education,Not Adjusted,333um,14.13-158.3151520030SEA EducationNot Adjusted333um
29.87,-77.5,5,15,2003,16199,,,,,,SEA Education,Not adjusted,333um,29.87-77.5515200316199SEA EducationNot adjusted333um
30.27,-76.76,5,15,2003,4860,,,,,,SEA Education,Not adjusted,333um,30.27-76.7651520034860SEA EducationNot adjusted333um
12.09,-159.15,5,16,2003,0,,,,,,SEA Education,Not Adjusted,333um,12.09-159.1551620030SEA EducationNot Adjusted333um
30.52,-75.7,5,16,2003,15315,,,,,,SEA Education,Not adjusted,333um,30.52-75.7516200315315SEA EducationNot adjusted333um
30.74,-75.17,5,16,2003,281317,,,,,,SEA Education,Not adjusted,333um,30.74-75.175162003281317SEA EducationNot adjusted333um
9.68,-159.94,5,17,2003,0,,,,,,SEA Education,Not Adjusted,333um,9.68-159.9451720030SEA EducationNot Adjusted333um
31,-74,5,17,2003,67495,,,,,,SEA Education,Not adjusted,333um,31-74517200367495SEA EducationNot adjusted333um
30.84,-73.5,5,17,2003,80094,,,,,,SEA Education,Not adjusted,333um,30.84-73.5517200380094SEA EducationNot adjusted333um
7.66,-160.37,5,18,2003,0,,,,,,SEA Education,Not Adjusted,333um,7.66-160.3751820030SEA EducationNot Adjusted333um
30.79,-72.38,5,18,2003,9719,,,,,,SEA Education,Not adjusted,333um,30.79-72.3851820039719SEA EducationNot adjusted333um
30.47,-71.22,5,19,2003,18224,,,,,,SEA Education,Not adjusted,333um,30.47-71.22519200318224SEA EducationNot adjusted333um
30.49,-70.32,5,19,2003,70794,,,,,,SEA Education,Not adjusted,333um,30.49-70.32519200370794SEA EducationNot adjusted333um
30.57,-69.7,5,19,2003,2700,,,,,,SEA Education,Not adjusted,333um,30.57-69.751920032700SEA EducationNot adjusted333um
5.97,-162,5,20,2003,0,,,,,,SEA Education,Not Adjusted,333um,5.97-16252020030SEA EducationNot Adjusted333um
30.99,-69.17,5,20,2003,3240,,,,,,SEA Education,Not adjusted,333um,30.99-69.1752020033240SEA EducationNot adjusted333um
30.73,-68.07,5,20,2003,8639,,,,,,SEA Education,Not adjusted,333um,30.73-68.0752020038639SEA EducationNot adjusted333um
32.82,-64.29,5,26,2003,34017,,,,,,SEA Education,Not adjusted,333um,32.82-64.29526200334017SEA EducationNot adjusted333um
35.03,-63.32,5,27,2003,2700,,,,,,SEA Education,Not adjusted,333um,35.03-63.3252720032700SEA EducationNot adjusted333um
6.35,-162.49,5,28,2003,0,,,,,,SEA Education,Not Adjusted,333um,6.35-162.4952820030SEA EducationNot Adjusted333um
35.71,-63.56,5,28,2003,18359,,,,,,SEA Education,Not adjusted,333um,35.71-63.56528200318359SEA EducationNot adjusted333um
36.62,-63.95,5,28,2003,25198,,,,,,SEA Education,Not adjusted,333um,36.62-63.95528200325198SEA EducationNot adjusted333um
37.55,-63.92,5,29,2003,0,,,,,,SEA Education,Not adjusted,333um,37.55-63.9252920030SEA EducationNot adjusted333um
39.32,-63.14,5,29,2003,11879,,,,,,SEA Education,Not adjusted,333um,39.32-63.14529200311879SEA EducationNot adjusted333um
