Latitude (N),Longitude (E),Month,Day,Year,Debris density (#/km2),micro,macro,Weigth,micro,macro,Source,Notes,Tow Length (m),Area filtered (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.07,-59.27,10,31,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.98,-59.33,10,31,1992,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.98,-59.33,10,31,1992,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.70,-59.35,11,1,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.70,-59.35,11,1,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.83,-59.35,11,1,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.83,-59.35,11,1,1992,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.80,-59.43,11,2,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.80,-59.43,11,2,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.03,-59.57,11,2,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.03,-59.57,11,2,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.08,-59.95,11,2,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.08,-59.95,11,2,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.77,-60.55,11,3,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.77,-60.55,11,3,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.58,-61.33,11,4,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.58,-61.33,11,4,1992,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.23,-61.18,11,7,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.23,-61.18,11,7,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.35,-61.38,11,8,1992,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.35,-61.38,11,8,1992,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.25,-64.35,12,2,1992,15659,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.80,-64.20,12,3,1992,0,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.08,-63.07,12,5,1992,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.23,-62.67,12,5,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.65,-62.47,12,5,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.73,-61.70,12,9,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.20,-62.40,12,10,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.50,-63.38,12,11,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.88,-63.73,12,11,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.28,-63.53,12,12,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.85,-64.43,12,13,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.55,-64.68,12,13,1992,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.98,-65.10,12,14,1992,14579,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.30,-66.55,12,17,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.97,-68.07,12,18,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.98,-68.22,12,21,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.22,-68.08,12,22,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07,-68.70,12,23,1992,9719,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.72,-69.20,12,25,1992,0,,,,,,SEA Education,Not adjusted,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.23,-70.08,12,28,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.73,-69.95,12,28,1992,0,,,,,,SEA Education,Not adjusted,1857,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.58,-70.17,12,28,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.13,-71.87,1,1,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.65,-72.73,1,2,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.93,-73.83,1,3,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.37,-74.57,1,3,1993,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.90,-75.43,1,5,1993,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.55,-76.03,1,5,1993,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.67,-76.07,1,6,1993,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.82,-76.98,1,6,1993,9179,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.97,-77.97,1,7,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.27,-78.67,1,7,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.17,-79.13,2,10,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.17,-79.13,2,10,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.25,-78.57,2,10,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.85,-78.18,2,10,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.85,-78.18,2,10,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.92,-76.75,2,11,1993,7559,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.92,-76.75,2,11,1993,24298,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.13,-75.22,2,12,1993,15119,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.13,-75.22,2,12,1993,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.43,-72.43,2,14,1993,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.43,-72.43,2,14,1993,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.90,-72.07,2,15,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.90,-72.07,2,15,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10,-72.87,2,16,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10,-72.87,2,16,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.75,-75.43,2,18,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.75,-75.43,2,18,1993,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.90,-74.97,2,20,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.90,-74.97,2,20,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.53,-75.92,2,28,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.53,-75.92,2,28,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.95,-77.68,3,1,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.95,-77.68,3,1,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.48,-78.37,3,2,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.48,-78.37,3,2,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.92,-78.90,3,3,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.92,-78.90,3,3,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.57,-78.98,3,4,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.57,-78.98,3,4,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10,-79.50,3,5,1993,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.65,-80.42,3,6,1993,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.65,-80.42,3,6,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.23,-79.28,3,29,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.17,-79.28,3,29,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.20,-78.47,3,30,1993,3086,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.20,-78.47,3,30,1993,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.98,-77.85,3,30,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.98,-77.85,3,30,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.60,-77.58,3,31,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.60,-77.58,3,31,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.38,-77.55,4,1,1993,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.38,-77.55,4,1,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.65,-76.42,4,1,1993,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.65,-76.42,4,1,1993,2699,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.90,-76.10,4,2,1993,0,,,,,,SEA Education,Not adjusted,2407,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.90,-76.10,4,2,1993,953,,,,,,SEA Education,Not adjusted,3148,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.53,-76.12,4,3,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.53,-76.12,4,3,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.97,-79.73,4,22,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.97,-79.73,4,23,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.45,-78.70,5,6,1993,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.30,-78.37,5,7,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.30,-78.37,5,7,1993,1543,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.20,-78.25,5,7,1993,3411,,,,,,SEA Education,Not adjusted,1759,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.20,-78.25,5,7,1993,4320,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.95,-77.65,5,8,1993,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.95,-77.65,5,8,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.42,-76.28,5,9,1993,11339,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.42,-76.28,5,9,1993,20764,,,,,,SEA Education,Not adjusted,1204,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.78,-75.08,5,13,1993,59589,,,,,,SEA Education,Not adjusted,1460,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.78,-75.08,5,13,1993,112311,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.00,-74.68,5,14,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.00,-74.68,5,14,1993,2315,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.17,-74.63,5,14,1993,1350,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.17,-74.63,5,14,1993,17819,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.75,-74.28,5,15,1993,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.75,-74.28,5,15,1993,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.25,-73.60,5,15,1993,3494,,,,,,SEA Education,Not adjusted,3148,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.25,-73.60,5,15,1993,22920,,,,,,SEA Education,Not adjusted,3185,3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.83,-72.87,5,16,1993,44595,,,,,,SEA Education,Not adjusted,740,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.83,-72.87,5,16,1993,64815,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.17,-72.50,5,16,1993,14855,,,,,,SEA Education,Not adjusted,1481,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.17,-72.50,5,16,1993,45896,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.23,-72.55,5,16,1993,9823,,,,,,SEA Education,Not adjusted,1018,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.23,-72.55,5,16,1993,20996,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.50,-72.53,5,17,1993,28817,,,,,,SEA Education,Not adjusted,1631,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.50,-72.53,5,17,1993,19310,,,,,,SEA Education,Not adjusted,1450,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.87,-71.95,5,18,1993,8778,,,,,,SEA Education,Not adjusted,1481,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.87,-71.95,5,18,1993,21598,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.47,-71.08,5,18,1993,88553,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.47,-71.08,5,18,1993,26510,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.08,-70.37,5,19,1993,38337,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.08,-70.37,5,19,1993,43737,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.16,-69.71,6,23,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.30,-68.79,6,25,1993,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.18,-70.93,8,8,1993,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.77,-70.62,8,8,1993,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.43,-71.12,8,9,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.93,-71.15,8,9,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.40,-70.60,8,10,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.45,-70.68,8,10,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.98,-70.45,8,23,1993,2880,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.08,-68.97,8,24,1993,0,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.88,-69.19,8,25,1993,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.40,-70.85,10,15,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.62,-71.00,10,16,1993,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.63,-71.00,10,16,1993,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.67,-70.42,10,17,1993,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.67,-70.42,10,17,1993,0,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.18,-69.30,10,18,1993,600,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.18,-69.30,10,18,1993,0,,,,,,SEA Education,Not adjusted,2593,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.80,-67.90,10,19,1993,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.80,-67.90,10,19,1993,3600,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.22,-65.38,10,21,1993,9821,,,,,,SEA Education,Not adjusted,1731,1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.22,-65.38,10,21,1993,7855,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.60,-65.20,10,22,1993,24478,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.60,-65.20,10,22,1993,48583,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.68,-62.07,10,23,1993,14401,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.68,-62.07,10,23,1993,30603,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.43,-60.55,10,25,1993,15302,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.43,-60.55,10,25,1993,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.92,-60.18,10,26,1993,21058,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.92,-60.18,10,27,1993,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.40,-57.82,10,28,1993,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.40,-57.82,10,28,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.28,-58.00,10,30,1993,24838,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.28,-58.00,10,30,1993,21598,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.32,-59.93,11,2,1993,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.32,-59.93,11,2,1993,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.98,-60.00,11,2,1993,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.98,-60.00,11,2,1993,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
