Latitude (N),Longitude (E),Month,Day,Year,Debris density (#/km2),micro,macro,Weigth,micro,macro,Source,Notes,Tow Length (m),Area filtered (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.00,-71.25,2,22,1992,6075,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.00,-70.80,2,28,1992,1801,,,,,,SEA Education,Not adjusted,1666,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.00,-70.80,2,28,1992,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.37,-71.30,2,29,1992,26998,,,,,,SEA Education,Not adjusted,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.37,-71.30,2,29,1992,3597,,,,,,SEA Education,Not adjusted,278,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.22,-70.42,2,29,1992,2400,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.22,-70.42,2,29,1992,3375,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.15,-74.89,3,3,1992,900,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.15,-74.89,3,3,1992,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.25,-76.18,3,4,1992,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.25,-76.18,3,4,1992,600,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.63,-76.20,3,4,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.63,-76.20,3,4,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.37,-76.65,3,5,1992,0,,,,,,SEA Education,Not adjusted,1574,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.37,-76.65,3,5,1992,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.23,-77.18,3,5,1992,0,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.23,-77.18,3,5,1992,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.85,-77.68,3,5,1992,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.85,-77.68,3,6,1992,0,,,,,,SEA Education,Not adjusted,1759,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.17,-78.28,3,6,1992,900,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.17,-78.28,3,6,1992,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.32,-78.70,3,6,1992,10799,,,,,,SEA Education,Not adjusted,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.32,-78.70,3,7,1992,0,,,,,,SEA Education,Not adjusted,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.50,-79.28,3,7,1992,5400,,,,,,SEA Education,Not adjusted,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.50,-79.28,3,7,1992,0,,,,,,SEA Education,Not adjusted,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.28,-79.45,3,8,1992,1270,,,,,,SEA Education,Not adjusted,1574,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.28,-79.45,3,8,1992,0,,,,,,SEA Education,Not adjusted,1018,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.17,-80.02,3,8,1992,4174,,,,,,SEA Education,Not adjusted,1677,1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.17,-80.02,3,8,1992,4723,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.98,-80.38,3,8,1992,491,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.98,-80.38,3,9,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.24,-81.20,3,10,1992,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.24,-81.20,3,10,1992,771,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.21,-84.02,3,20,1992,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.21,-84.02,3,20,1992,1350,,,,,,SEA Education,Not adjusted,741,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.73,-83.47,3,20,1992,0,,,,,,SEA Education,Not adjusted,2963,2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.73,-83.47,3,20,1992,0,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,-78.53,4,21,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,-78.53,4,21,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.32,-78.17,4,21,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.32,-78.17,4,21,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.92,-77.53,4,22,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.92,-77.53,4,22,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.93,-76.72,4,22,1992,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.93,-76.72,4,22,1992,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.78,-76.62,4,23,1992,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.78,-76.62,4,23,1992,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.82,-75.98,4,24,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.82,-75.98,4,24,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.13,-76.12,4,25,1992,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.13,-76.12,4,26,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.92,-75.32,4,26,1992,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.92,-75.32,4,26,1992,0,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.22,-74.98,4,27,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.22,-74.98,4,27,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.28,-75.02,4,28,1992,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.28,-75.02,4,28,1992,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.33,-75.40,4,28,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.33,-75.40,4,28,1992,6479,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.85,-71.67,4,30,1992,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.85,-71.67,4,30,1992,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.15,-71.18,5,1,1992,6479,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.15,-71.18,5,1,1992,10259,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.68,-70.83,5,1,1992,48056,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.68,-70.83,5,1,1992,47516,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.42,-70.18,5,1,1992,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.42,-70.18,5,1,1992,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.90,-69.57,5,2,1992,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.90,-69.57,5,2,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.27,-68.57,5,3,1992,45896,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.27,-68.57,5,3,1992,15659,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.92,-67.87,5,4,1992,15659,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.92,-67.87,5,4,1992,37797,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.43,-67.68,5,4,1992,6599,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.57,-67.18,5,5,1992,7559,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.57,-67.18,5,5,1992,9719,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98,-66.37,5,5,1992,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98,-66.37,5,5,1992,7019,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10,-64.95,5,7,1992,13499,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10,-64.95,5,7,1992,15119,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.63,-64.68,5,11,1992,1080,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.63,-64.68,5,11,1992,4320,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.10,-64.92,5,11,1992,17279,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.10,-64.92,5,11,1992,21598,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.67,-65.48,5,12,1992,21598,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.67,-65.48,5,12,1992,11339,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.18,-65.78,5,12,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.18,-65.78,5,12,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.85,-65.93,5,13,1992,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.85,-65.93,5,13,1992,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.15,-64.77,5,14,1992,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.15,-64.77,5,14,1992,4537,,,,,,SEA Education,Not adjusted,1543,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.73,-65.40,5,15,1992,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.73,-65.40,5,15,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.33,-65.77,5,16,1992,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.33,-65.77,5,16,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.18,-65.82,5,16,1992,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.18,-65.82,5,16,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.58,-66.63,5,17,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.58,-66.63,5,17,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.43,-66.23,5,18,1992,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.43,-66.23,5,18,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.13,-65.17,5,18,1992,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.13,-65.17,5,18,1992,5400,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.58,-65.43,5,23,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.78,-66.57,5,23,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.78,-66.57,5,23,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.18,-67.98,5,24,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.18,-67.98,5,24,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.30,-68.65,5,24,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.30,-68.65,5,24,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.48,-69.66,5,25,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.48,-69.66,5,26,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.12,-71.53,6,19,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.12,-71.53,6,19,1992,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.27,-63.87,8,15,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.27,-63.87,8,15,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.10,-64.21,8,15,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.10,-64.21,8,15,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.45,-64.54,8,16,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.45,-64.54,8,16,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.56,-65.07,8,17,1992,945,,,,,,SEA Education,Not adjusted,3176,3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.56,-65.07,8,17,1992,0,,,,,,SEA Education,Not adjusted,1004,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.17,-67.39,8,19,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.17,-67.39,8,19,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.61,-68.19,8,19,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.61,-68.19,8,19,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.14,-68.80,8,21,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.14,-68.80,8,21,1992,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.39,-68.81,8,22,1992,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.39,-68.81,8,22,1992,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.85,-70.62,10,15,1992,2699,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.85,-70.62,10,15,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.33,-69.90,10,16,1992,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.33,-69.90,10,16,1992,0,,,,,,SEA Education,Not adjusted,1889,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.82,-69.08,10,16,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.82,-69.08,10,16,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.03,-68.33,10,17,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.03,-68.33,10,17,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.48,-67.45,10,17,1992,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.48,-67.45,10,17,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.13,-66.20,10,18,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.13,-66.20,10,18,1992,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.43,-65.38,10,18,1992,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.43,-65.38,10,18,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.53,-61.62,10,21,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.00,-61.62,10,21,1992,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.07,-60.87,10,22,1992,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.05,-60.87,10,22,1992,12419,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.53,-60.62,10,22,1992,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.53,-60.62,10,22,1992,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.47,-60.18,10,23,1992,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.90,-60.48,10,25,1992,22138,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.90,-60.48,10,25,1992,27538,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.03,-59.88,10,25,1992,24298,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.03,-59.88,10,25,1992,12959,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.30,-59.37,10,26,1992,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.30,-59.37,10,26,1992,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.73,-58.23,10,26,1992,59935,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.73,-58.23,10,26,1992,16199,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.17,-57.80,10,27,1992,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.17,-57.80,10,27,1992,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.78,-57.62,10,27,1992,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.78,-57.62,10,27,1992,14039,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.98,-57.80,10,28,1992,7019,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.98,-57.80,10,28,1992,6479,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.93,-58.00,10,28,1992,10259,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.93,-58.00,10,28,1992,9719,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.90,-58.10,10,29,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.90,-58.10,10,29,1992,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.05,-58.13,10,29,1992,12419,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.05,-58.13,10,29,1992,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.47,-58.37,10,29,1992,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.47,-58.37,10,29,1992,9179,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
