"","Day","Month","Year","Latitude","Longitude","X..km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Microplastics...km.2","Macroplastics....km.2","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","v10Mps"
"10010",3,5,1991,30.97,-69.62,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA
"10011",3,5,1991,30.97,-69.62,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA
"10012",11,4,1997,30.97,-66.37,3780,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA
"10013",21,10,1986,30.97,-60.68,17989,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,3.09077769748179e-08,NA,NA,NA,NA
"10014",30,10,1997,30.98,-59.77,8639,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.14376663965737e-07,NA,NA,NA,NA
"10015",1,7,2008,30.99,-150.42,21650,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709,NA,NA,7.89376443418014e-08,NA,NA,NA,NA
"10016",22,10,2012,30.99,-140.44,68832,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293,NA,NA,1.87848675034867e-08,NA,NA,NA,NA
"10017",13,5,2004,30.99,-78.65,4447,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,NA,NA,3.53946480773555e-07,NA,NA,NA,NA
"10018",20,5,2003,30.99,-69.17,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA
"10019",25,10,2000,30.99,-60.86,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA
"10020",17,5,2003,31,-74,67495,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.6460478553967e-08,NA,NA,NA,NA
"10021",3,5,1991,31,-68.78,10799,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,1.37234929160107e-07,NA,NA,NA,NA
"10022",3,5,1991,31,-68.78,12959,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.42912261748592e-07,NA,NA,NA,NA
"10023",30,5,2010,31,-67.45,39743,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,NA,NA,3.9881236947387e-08,NA,NA,NA,NA
"10024",7,5,1992,31,-66.49,4860,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.81069958847737e-07,NA,NA,NA,NA
"10025",7,5,1992,31,-66.49,10259,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.8052441758456e-07,NA,NA,NA,NA
"10026",27,10,1996,31,-61.77,3780,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA
"10027",27,10,1996,31,-61.77,20518,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,9.02622087922799e-08,NA,NA,NA,NA
"10028",6,6,2011,31.01,-79.35,18856,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3182,NA,NA,1.68752651675859e-07,NA,NA,NA,NA
"10029",1,5,2001,31.01,-78.76,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10030",1,5,2001,31.01,-78.76,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10031",26,10,2011,31.01,-54.74,3471,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1441,NA,NA,4.15154134255258e-07,NA,NA,NA,NA
"10032",6,4,2005,31.02,-71.56,77214,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.39852876421374e-08,NA,NA,NA,NA
"10033",11,7,2010,31.02,-60.66,36227,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2181,NA,NA,6.02037154608441e-08,NA,NA,NA,NA
"10034",29,5,1997,31.03,-67.03,23758,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,7.79526896203384e-08,NA,NA,NA,NA
"10035",8,4,2000,31.04,-72.7,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA
"10036",7,4,1999,31.04,-69.34,3780,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA
"10037",8,7,2013,31.05,-152.75,12138,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10038",8,4,2001,31.05,-70.44,5890,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,3.45840407470289e-07,NA,NA,NA,NA
"10039",12,4,2000,31.05,-65.75,24298,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,9.14478557906001e-08,NA,NA,NA,NA
"10040",24,10,2003,31.06,-119.53,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10041",6,4,1997,31.07,-69.71,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA
"10042",6,4,1997,31.07,-69.71,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA
"10043",15,4,1997,31.07,-65.99,55538,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,2.33353739781771e-08,NA,NA,NA,NA
"10044",15,4,1997,31.07,-65.99,168929,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,7.67186214326729e-09,NA,NA,NA,NA
"10045",25,5,1995,31.08,-67.97,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10046",5,4,2001,31.09,-74.71,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA
"10047",7,4,2001,31.09,-73.8,6479,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.85846581262541e-07,NA,NA,NA,NA
"10048",8,4,2001,31.09,-72.85,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA
"10049",26,5,2012,31.09,-64.25,54872,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1804,NA,NA,3.28765126111678e-08,NA,NA,NA,NA
"10050",8,11,2013,31.1,-119.3116667,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10051",17,5,1996,31.1,-73.45,15119,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.22494873999603e-07,NA,NA,NA,NA
"10052",20,5,1999,31.1,-65.07,55701,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,NA,NA,3.15793253262958e-08,NA,NA,NA,NA
"10053",17,10,2007,31.11,-119.66,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA
"10054",19,10,2007,31.11,-61.05,12008,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082,NA,NA,1.73384410393071e-07,NA,NA,NA,NA
"10055",7,10,2010,31.12,-123.9,5845,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395,NA,NA,4.09751924721985e-07,NA,NA,NA,NA
"10056",6,4,1998,31.12,-70.35,8837,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,2.30508090981102e-07,NA,NA,NA,NA
"10057",6,4,2000,31.13,-73.41,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA
"10058",19,10,2007,31.13,-61.07,18249,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2959,NA,NA,1.62145871006631e-07,NA,NA,NA,NA
"10059",16,4,1999,31.14,-66.25,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA
"10060",11,4,2000,31.14,-66.16,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA
"10061",6,4,2005,31.15,-71.04,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA
"10062",11,7,2010,31.15,-61.28,4402,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,NA,NA,7.22398909586552e-07,NA,NA,NA,NA
"10063",2,5,1990,31.16,-67.29,198704,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,9.32039616716322e-09,NA,NA,NA,NA
"10064",6,4,2005,31.17,-72.31,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,Inf,NA,NA,NA,NA
"10065",6,6,2000,31.17,-67.1,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA
"10066",6,6,2000,31.17,-67.1,26458,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.99977322548946e-08,NA,NA,NA,NA
"10067",15,4,1999,31.17,-66.78,24298,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,7.62202650423903e-08,NA,NA,NA,NA
"10068",14,4,1998,31.17,-64.9,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10069",26,4,2014,31.17,-64.53,8415.424979,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020.1,NA,NA,2.40047294704782e-07,NA,NA,NA,NA
"10070",6,7,2010,31.17,-53.01,80970,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310,NA,NA,2.85290848462393e-08,NA,NA,NA,NA
"10071",5,4,2005,31.18,-73.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA
"10072",21,10,1991,31.18,-56.85,8639,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,1.07188331982868e-07,NA,NA,NA,NA
"10073",21,10,1991,31.18,-56.85,21935,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185,NA,NA,5.4023250512879e-08,NA,NA,NA,NA
"10074",20,10,2005,31.19,-120.49,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA
"10075",6,4,1999,31.19,-70.34,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10076",30,6,2008,31.2,-151.63,9301,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3118,NA,NA,3.3523277066982e-07,NA,NA,NA,NA
"10077",6,10,2011,31.2,-122.01,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2262,NA,NA,Inf,NA,NA,NA,NA
"10078",20,10,2008,31.21,-123.43,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2699,NA,NA,Inf,NA,NA,NA,NA
"10079",19,10,2006,31.21,-122.33,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468,NA,NA,Inf,NA,NA,NA,NA
"10080",7,7,2010,31.21,-53.96,151515,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,NA,NA,4.65960465960466e-09,NA,NA,NA,NA
"10081",23,10,2004,31.22,-123.07,81533,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.27147290054334e-08,NA,NA,NA,NA
"10082",29,10,1999,31.22,-59.48,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA
"10083",29,10,1999,31.22,-59.48,7714,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,2.5213896810993e-07,NA,NA,NA,NA
"10084",4,4,2001,31.23,-75.71,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA
"10085",5,4,2005,31.23,-73.62,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"10086",15,5,1991,31.23,-65.32,5000,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,2e-07,NA,NA,NA,NA
"10087",30,6,2008,31.24,-152.73,13214,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892,NA,NA,1.43181474194037e-07,NA,NA,NA,NA
"10088",23,10,2001,31.24,-60.25,15119,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.22494873999603e-07,NA,NA,NA,NA
"10089",24,10,2005,31.24,-57.41,2936,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043,NA,NA,6.95844686648501e-07,NA,NA,NA,NA
"10090",7,7,2010,31.25,-157.9,1200,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,1.38916666666667e-06,NA,NA,NA,NA
"10091",8,4,2001,31.25,-69.43,23466,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2770,NA,NA,1.18043126225177e-07,NA,NA,NA,NA
"10092",26,10,2002,31.25,-59.21,16199,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14328044941046e-07,NA,NA,NA,NA
"10093",4,4,1999,31.26,-74.12,4050,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,3.65925925925926e-07,NA,NA,NA,NA
"10094",8,4,2001,31.26,-71.5,33477,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.53215640589061e-08,NA,NA,NA,NA
"10095",7,4,1997,31.26,-67.9,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10096",7,4,1997,31.26,-67.9,3780,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA
"10097",11,7,2010,31.26,-61.99,7228,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2352,NA,NA,3.25401217487548e-07,NA,NA,NA,NA
"10098",5,4,2000,31.27,-73.64,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10099",7,4,2000,31.27,-72.76,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"10100",18,4,2000,31.27,-63.78,18359,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.00876954082466e-07,NA,NA,NA,NA
"10101",13,4,1999,31.27,-63.55,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA
"10102",20,10,1991,31.27,-57.37,7019,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.63855250035618e-07,NA,NA,NA,NA
"10103",20,10,1991,31.27,-57.37,21058,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.7947573368791e-08,NA,NA,NA,NA
"10104",17,5,1994,31.28,-67.12,675,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.19555555555556e-06,NA,NA,NA,NA
"10105",17,5,1994,31.28,-67.12,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA
"10106",27,6,2012,31.3,-157.24,41193,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,NA,NA,3.71179569344306e-08,NA,NA,NA,NA
"10107",7,4,1999,31.3,-68.4,18898,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,9.79997883373902e-08,NA,NA,NA,NA
"10108",22,10,2012,31.31,-140.33,62700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,NA,NA,1.34768740031898e-08,NA,NA,NA,NA
"10109",13,4,2011,31.32,-169.19,69570,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300,NA,NA,3.30602271093862e-08,NA,NA,NA,NA
"10110",22,10,2012,31.32,-140.34,123657,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,NA,NA,6.47759528372838e-09,NA,NA,NA,NA
"10111",4,5,1991,31.32,-67.87,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA
"10112",4,5,1991,31.32,-67.87,18898,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,9.79997883373902e-08,NA,NA,NA,NA
"10113",4,4,2005,31.33,-74.8,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"10114",23,10,2004,31.35,-122.99,678031,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,1.91141702960484e-09,NA,NA,NA,NA
"10115",8,4,2000,31.36,-71.43,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA
"10116",11,4,2012,31.36,-70.19,4860,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.81069958847737e-07,NA,NA,NA,NA
"10117",7,4,1998,31.37,-69.22,8639,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.14376663965737e-07,NA,NA,NA,NA
"10118",11,4,2000,31.37,-66.3,21058,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.7947573368791e-08,NA,NA,NA,NA
"10119",29,10,1997,31.37,-59.93,3780,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA
"10120",2,5,2015,31.37833333,-64.95666667,24155.88598,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862.9,NA,NA,7.71199202356891e-08,NA,NA,NA,NA
"10121",19,10,2006,31.38,-122.21,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,NA,NA,Inf,NA,NA,NA,NA
