"","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size == as.numeric(Mesh.Size)","Corrected","wind","CorrectedConcentration"
"11348",12282,9,6,2014,41.81333333,-52.40833333,1983.969526,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520.2,NA,NA,1.27028160814603e-06,NA,NA,NA,NA,TRUE,"No",7.14925372600555,4265.42252484815
"11349",12283,15,7,2013,41.82,-147.79,25336,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.88823580741882,33307.2929071625
"11350",12284,1,9,2010,41.82,-70.47,485,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2061,NA,NA,4.24948453608247e-06,NA,NA,NA,NA,TRUE,"No",7.11801010370255,1039.44416822474
"11351",12285,11,7,1995,41.82,-64,2880,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,4.82291666666667e-07,NA,NA,NA,NA,TRUE,"No",5.37436234951019,5097.47330100294
"11352",12286,9,6,2014,41.82166667,-54.00166667,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.23104083538055,0
"11353",12287,12,7,2002,41.83,-70.23,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.10659646987915,0
"11354",12288,11,8,2005,41.83,-69.33,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.05071210861206,919.022275535028
"11355",12289,17,6,1991,41.83,-69.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.14924281835556,0
"11356",12290,3,8,2008,41.83,-69.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1479,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.1264169216156,0
"11357",12291,20,10,1999,41.83,-66.29,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.65672397613525,0
"11358",12292,16,7,2013,41.84,-146,15937,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.66802096366882,20529.8042975738
"11359",12293,13,7,2002,41.84,-70.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.10659646987915,0
"11360",12294,8,7,2006,41.84,-69.26,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.2638059258461,0
"11361",12295,12,8,2001,41.85,-70.39,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.35682338476181,0
"11362",12296,13,6,2011,41.85,-69.4,5750,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1739,NA,NA,3.02434782608696e-07,NA,NA,NA,NA,TRUE,"No",5.57796829938889,10424.8666580965
"11363",12297,4,9,2006,41.88,-70.44,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.99581736326218,0
"11364",12298,13,7,2002,41.88,-70.34,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.96523904800415,0
"11365",12299,30,7,2007,41.88,-69.35,415,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,5.80240963855422e-06,NA,NA,NA,NA,TRUE,"No",5.55501025915146,750.384651295675
"11366",12300,18,10,1996,41.88,-68.55,15424,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,1.26102178423237e-07,NA,NA,NA,NA,TRUE,"No",7.9584156870842,35870.2609888795
"11367",12301,14,7,1995,41.88,-63.56,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.49545609951019,0
"11368",12302,14,7,1995,41.88,-63.56,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",5.49545609951019,3878.38181970025
"11369",12303,9,6,2014,41.88,-55.00166667,660.720185,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.5,NA,NA,2.29068225000573e-06,NA,NA,NA,NA,TRUE,"No",7.10408771038055,1414.05503427277
"11370",12304,8,7,2004,41.89,-70.39,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.23022270202637,0
"11371",12305,10,7,2001,41.89,-70.26,625,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601,NA,NA,2.5616e-06,NA,NA,NA,NA,TRUE,"No",5.59314376115799,1135.14808354488
"11372",12306,23,8,2000,41.89,-69.17,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.54464870691299,1950.43789528262
"11373",12307,3,6,2014,41.89,-68.48333333,6639.791321,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2108.5,NA,NA,3.17555160706835e-07,NA,NA,NA,NA,TRUE,"No",5.86751544475555,12446.5931773863
"11374",12308,5,6,2014,41.89166667,-63.97166667,29136.50009,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132.6,NA,NA,3.88722048462067e-08,NA,NA,NA,NA,TRUE,"No",6.88582599163055,60983.0484587144
"11375",12309,9,9,2000,41.9,-70.52,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.09666335582733,0
"11376",12310,9,8,2004,41.9,-69.03,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.96372610330582,0
"11377",12311,12,8,1994,41.9,-68.55,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.87375736236572,0
"11378",12312,22,7,2003,41.91,-69.51,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.60798573493958,1964.93448505684
"11379",12313,2,7,1991,41.91,-69.5,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.35117328166962,953.133890370816
"11380",12314,2,7,1991,41.91,-69.5,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.35117328166962,953.133890370816
"11381",12315,20,7,2008,41.91,-68.52,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.40925377607346,0
"11382",12316,13,8,1996,41.92,-70.45,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.54638034105301,0
"11383",12317,19,7,2000,41.92,-67.06,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.21372580528259,0
"11384",12318,5,6,2014,41.925,-64.96,550.660793,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816,NA,NA,3.29785599970979e-06,NA,NA,NA,NA,TRUE,"No",6.64070880413055,1123.44396663592
"11385",12319,24,7,2001,41.94,-67.21,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.55896407365799,0
"11386",12320,7,7,1999,41.94,-67.13,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,2.14351851851852e-07,NA,NA,NA,NA,TRUE,"No",5.74007767438889,7980.88959654674
"11387",12321,6,7,1999,41.95,-67.58,720,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,1.92916666666667e-06,NA,NA,NA,NA,TRUE,"No",5.63656204938889,1314.32046605681
"11388",12322,3,9,2007,41.95,-65.09,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.08184468746185,0
"11389",12323,3,9,2007,41.96,-64.61,1000,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001,NA,NA,3.001e-06,NA,NA,NA,NA,TRUE,"No",7.12871968746185,2145.50070799292
"11390",12324,4,8,2012,41.97,-70.31,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.17352658510208,0
"11391",12325,10,9,2000,41.97,-69.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.21580398082733,0
"11392",12326,14,7,2010,41.98,-147.15,999,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,2.004004004004e-06,NA,NA,NA,NA,TRUE,"No",4.81631869077682,1304.63726136423
"11393",12327,19,7,2010,41.98,-132,1899,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2106,NA,NA,1.10900473933649e-06,NA,NA,NA,NA,TRUE,"No",9.90811556577682,8559.95189530842
"11394",12328,17,6,1991,41.99,-70.36,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.96589320898056,3070.7402824298
"11395",12329,20,8,2002,41.99,-69.46,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.48565751314163,1936.95194716536
"11396",12330,2,9,2004,42,-70.36,600,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,TRUE,"No",6.15986865758896,1162.17869347122
"11397",12331,18,5,1992,42,-66.48,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.09449142217636,0
"11398",12332,18,5,1992,42,-66.48,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.09449142217636,0
"11399",12333,10,7,1998,42,-64.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.11404013633728,0
"11400",12334,6,9,1998,42.01,-68.12,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.800461769104,0
"11401",12335,6,7,1999,42.01,-67.91,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.63656204938889,0
"11402",12336,17,7,2010,42.03,-137.13,2280,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1754,NA,NA,7.69298245614035e-07,NA,NA,NA,NA,TRUE,"No",6.85220736265182,4755.52629812677
"11403",12337,17,7,2010,42.03,-134.19,1073,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,NA,NA,8.68592730661696e-07,NA,NA,NA,NA,TRUE,"No",8.86490267515182,4388.89590796748
"11404",12338,2,8,2003,42.03,-69.14,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.04795861244202,0
"11405",12339,24,6,1997,42.03,-67.68,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.55096644163132,0
"11406",12340,19,7,2007,42.04,-69.44,675,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.19555555555556e-06,NA,NA,NA,NA,TRUE,"No",5.55501025915146,1220.50515572188
"11407",12341,5,7,1999,42.04,-68.78,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.68416947126389,0
"11408",12342,14,7,2005,42.04,-60.66,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.54221624135971,0
"11409",12343,18,7,2010,42.05,-133.37,4385,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368,NA,NA,3.11972633979475e-07,NA,NA,NA,NA,TRUE,"No",9.19791048765182,18519.8435353549
"11410",12344,8,7,2007,42.05,-69.48,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.55501025915146,2929.21237373251
"11411",12345,5,7,1996,42.05,-67.63,5656,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,3.43882602545969e-07,NA,NA,NA,NA,TRUE,"No",6.48992919921875,11355.7979234795
"11412",12346,1,9,1993,42.06,-70.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.63429492712021,0
"11413",12347,13,6,2011,42.06,-69.84,3386,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2658,NA,NA,7.84997046662729e-07,NA,NA,NA,NA,TRUE,"No",5.58407181501389,6143.26686629083
"11414",12348,3,9,1993,42.07,-70.52,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.63429492712021,0
"11415",12349,24,8,1998,42.07,-69.73,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.90168023109436,0
"11416",12350,10,7,1995,42.07,-65.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.28696000576019,0
"11417",12351,13,7,1994,42.07,-62.28,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.06074112653732,0
"11418",12352,20,8,2006,42.08,-70.27,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.47471237182617,967.22575839457
"11419",12353,26,7,2001,42.08,-63.42,600,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,TRUE,"No",6.44080001115799,1198.3135167669
"11420",12354,11,7,1998,42.08,-63.35,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.19265341758728,0
"11421",12355,25,7,2015,42.085,-11.325,1301.292617,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2305.4,NA,NA,1.77162305378699e-06,NA,NA,NA,NA,TRUE,"No",6.04724961519241,2489.22594513814
"11422",12356,16,7,2012,42.09,-70.46,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.13675737380981,0
"11423",12357,4,9,2005,42.09,-68.54,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.92625242471695,0
"11424",12358,4,9,2006,42.1,-70.4,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,NA,NA,2.57222222222222e-06,NA,NA,NA,NA,TRUE,"No",5.99581736326218,2054.05694405227
"11425",12359,5,9,2008,42.1,-70.39,1728,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315,NA,NA,1.33969907407407e-06,NA,NA,NA,NA,TRUE,"No",6.56510859727859,3497.31047900454
"11426",12360,3,7,1996,42.1,-69.44,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.51556396484375,0
"11427",12361,4,8,2008,42.1,-69.24,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.1264169216156,0
"11428",12362,19,7,2000,42.1,-67.37,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",5.21372580528259,4687.49808987956
"11429",12363,10,7,1995,42.1,-66.22,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.06723344326019,1841.78311745313
"11430",12364,23,7,2000,42.1,-63.35,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.11313986778259,0
"11431",12365,10,8,1995,42.11,-70.55,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.81279981136322,3017.89097898301
"11432",12366,15,10,2011,42.11,-70.14,1432,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2095,NA,NA,1.46298882681564e-06,NA,NA,NA,NA,TRUE,"No",7.92921912670135,3321.17545884874
"11433",12367,4,6,2014,42.11166667,-66.49,5659.891948,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.5,NA,NA,3.43381113607083e-07,NA,NA,NA,NA,TRUE,"No",5.97493731975555,10739.3530105753
"11434",12368,3,8,2004,42.12,-126.92,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.57578665018082,0
"11435",12369,14,8,2001,42.12,-68.59,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.41444057226181,960.346147497338
"11436",12370,26,6,1999,42.12,-67.72,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.9194570183754,1018.23210169582
"11437",12371,3,6,2002,42.12,-65.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.35556936264038,0
"11438",12372,11,8,2004,42.13,-70.44,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.95420461893082,0
"11439",12373,13,6,2003,42.13,-70.23,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA,TRUE,"No",5.5180356502533,5833.0558832853
"11440",12374,14,7,2002,42.13,-70.23,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.15884256362915,0
"11441",12375,4,7,1996,42.13,-70.15,2699,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,5.49092256391256e-07,NA,NA,NA,NA,TRUE,"No",6.62103271484375,5494.99927488169
"11442",12376,21,7,2009,42.13,-69.66,922,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2170,NA,NA,2.35357917570499e-06,NA,NA,NA,NA,TRUE,"No",6.07389360666275,1768.9306907008
