"","X.1","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size....as.numeric.Mesh.Size.","Corrected","wind","CorrectedConcentration","Latcopy","Basin","OceanScaled","Date","DateFormatted","censored","fitkm2","fitlogkm2","PredictedVals","Residuals"
"37",98,98,15,7,1985,50.776,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.51345038414001,0,50.776,"North Pacific",-0.0398827909018786,2373,1985-07-15,TRUE,147.304940744876,4.99250486496225,8.0187728273657,-3.02626796240345
"38",99,99,15,7,1985,49.796,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.62575507164001,0,49.796,"North Pacific",-0.0572112678648957,2373,1985-07-15,TRUE,135.683994992109,4.91032861583262,8.0095948002806,-3.09926618444798
"39",100,100,15,7,1985,48.84,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.73220038414001,0,48.84,"North Pacific",-0.0656760571461898,2373,1985-07-15,TRUE,512.150595256464,6.23861871315164,8.00511142499845,-1.76649271184681
"40",101,101,15,7,1985,47.884,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.89382147789001,0,47.884,"North Pacific",-0.0717912404351341,2373,1985-07-15,TRUE,558.87315806105,6.32592253875099,8.00187251843002,-1.67594997967903
"41",102,102,15,7,1985,46.882,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.21730780601501,0,46.882,"North Pacific",-0.0647295585747575,2373,1985-07-15,TRUE,66.6869909873115,4.20000989622777,8.00561273792648,-3.80560284169871
"42",103,103,15,7,1985,45.402,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.52394843101501,0,45.402,"North Pacific",-0.0563473813882269,2373,1985-07-15,TRUE,258.75544158815,5.55588337465081,8.01005235771616,-2.45416898306535
"43",104,104,15,7,1985,43.899,-155,7714.09456843053,51,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.71926093101501,7714.09456843053,43.899,"North Pacific",-0.0157582889717883,2373,1985-07-15,FALSE,7714.09456843053,8.9508043980177,8.03155036878503,0.919254029232668
"44",105,105,15,7,1985,42.351,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.72609686851501,0,42.351,"North Pacific",-0.0469313728443712,2373,1985-07-15,TRUE,35.3728612384757,3.56594489444591,8.0150395462402,-4.44909465179429
"45",106,106,15,7,1985,40.985,-155,31668.9002312182,210,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.69069647789001,31668.9002312182,40.985,"North Pacific",0.0820992777938221,2373,1985-07-15,FALSE,31668.9002312182,10.3630904130446,8.08338062485275,2.27970978819186
"46",107,107,15,7,1985,39.527,-155,7299.52966471403,51,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.20461249351501,7299.52966471403,39.527,"North Pacific",-0.0545582394502078,2373,1985-07-15,FALSE,7299.52966471403,8.89556519556958,8.0109999766674,0.884565218902189
"47",108,108,15,7,1985,38.025,-155,45262.4399935937,333,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.74538397789001,45262.4399935937,38.025,"North Pacific",0.165236549445374,2373,1985-07-15,FALSE,45262.4399935937,10.7202328283308,8.12741427724053,2.59281855109028
"48",109,109,15,7,1985,36.476,-155,141962.22052023,1122,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.14064764976501,141962.22052023,36.476,"North Pacific",0.114081960195086,2373,1985-07-15,FALSE,141962.22052023,11.8633162485107,8.1003202512238,3.76299599728686
"49",110,110,21,4,2019,64.1541666666667,-20.1,5318.67128106519,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,5318.67128106519,64.1541666666667,"North Atlantic",-0.0737533957030434,14706,2019-04-21,FALSE,5318.67128106519,8.5789787919424,7.46193719814698,1.11704159379542
"50",111,111,21,4,2019,64.1756666666667,-20.0666666666667,11281.2281401034,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,11281.2281401034,64.1756666666667,"North Atlantic",-0.0737533957030434,14706,2019-04-21,FALSE,11281.2281401034,9.33089539679405,7.46193719814698,1.86895819864707
"51",112,112,21,4,2019,64.1566666666667,-20.0833333333333,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,0,64.1566666666667,"North Atlantic",-0.0737533957030434,14706,2019-04-21,TRUE,239.796199828417,5.47978939521354,7.46193719814698,-1.98214780293344
"52",113,113,23,4,2019,64.2298333333333,-22,24354.2013657356,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.22903591394424,24354.2013657356,64.2298333333333,"North Atlantic",-0.0745421641821167,14708,2019-04-23,FALSE,24354.2013657356,10.1004596543146,7.46151942695564,2.63894022735895
"53",114,114,23,4,2019,64.2553333333333,-21.9666666666667,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.22903591394424,0,64.2553333333333,"North Atlantic",-0.0745421641821167,14708,2019-04-23,TRUE,184.787058961256,5.21920412948963,7.46151942695564,-2.24231529746601
"54",115,115,23,4,2019,64.2428333333333,-20.0166666666667,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,0,64.2428333333333,"North Atlantic",-0.0737533957030434,14708,2019-04-23,TRUE,21.1623303642414,3.05222273156139,7.46193719814698,-4.40971446658558
"55",116,116,24,4,2019,64.7375,-22.5833333333333,22499.6237460527,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.89578396081924,22499.6237460527,64.7375,"North Atlantic",-0.0745421641821167,14709,2019-04-24,FALSE,22499.6237460527,10.021253865655,7.46151942695564,2.55973443869939
"56",117,117,24,4,2019,64.7586666666667,-22.5666666666667,9749.44229562044,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.89578396081924,9749.44229562044,64.7586666666667,"North Atlantic",-0.0745421641821167,14709,2019-04-24,FALSE,9749.44229562044,9.1849653619067,7.46151942695564,1.72344593495105
"57",118,118,24,4,2019,64.765,-22.5,1393.15333842424,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.89578396081924,1393.15333842424,64.765,"North Atlantic",-0.0745421641821167,14709,2019-04-24,FALSE,1393.15333842424,7.23932504555675,7.46151942695564,-0.222194381398897
"58",119,119,25,4,2019,64.9491666666667,-23.9666666666667,11325.5865167096,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.54983669519424,11325.5865167096,64.9491666666667,"North Atlantic",-0.0744433601167796,14710,2019-04-25,FALSE,11325.5865167096,9.33481973856513,7.46157175852464,1.87324798004049
"59",120,120,26,4,2019,66.2723333333333,-21.0166666666667,14699.603034319,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.47903591394424,14699.603034319,66.2723333333333,"North Atlantic",-0.073974619091092,14711,2019-04-26,FALSE,14699.603034319,9.59557576793411,7.46182002718892,2.13375574074518
"60",121,121,26,4,2019,66.2785,-21.05,2003.81901862569,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.53738552331924,2003.81901862569,66.2785,"North Atlantic",-0.073974619091092,14711,2019-04-26,FALSE,2003.81901862569,7.60281014805954,7.46182002718892,0.140990120870613
"61",122,122,26,4,2019,66.2621666666667,-21.1,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.53738552331924,0,66.2621666666667,"North Atlantic",-0.073974619091092,14711,2019-04-26,TRUE,178.595541838682,5.18512370642135,7.46182002718892,-2.27669632076758
"62",123,123,28,4,2016,66.5321666666667,-17.9833333333333,10970.9384996787,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.14707601070404,10970.9384996787,66.5321666666667,"North Atlantic",-0.0710351627421315,13618,2016-04-28,FALSE,10970.9384996787,9.30300510108477,7.4633769101189,1.83962819096587
"63",124,124,28,4,2016,66.5143333333333,-16.0166666666667,8120.35048000718,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.84287679195404,8120.35048000718,66.5143333333333,"North Atlantic",-0.0740610372430785,13618,2016-04-28,FALSE,8120.35048000718,9.00212859478671,7.4617742558184,1.5403543389683
"64",125,125,28,4,2016,66.511,-17.9666666666667,4094.75966216851,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.14707601070404,4094.75966216851,66.511,"North Atlantic",-0.0710351627421315,13618,2016-04-28,FALSE,4094.75966216851,8.31746330400767,7.4633769101189,0.854086393888771
"65",137,137,10,11,2007,18.9533,-155.7185,2726.61992357712,2.16,"C. Moore",335,"Corrected",4750,NA,1443.34,0,2.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.93582183122635,2726.61992357712,18.9533,"North Pacific",-0.0624429738089845,10526,2007-11-10,FALSE,2726.61992357712,7.91081799783936,8.00682382745024,-0.0960058296108732
"66",138,138,25,11,2007,19.8962,-155.9993,1355.68895383245,1.27,"C. Moore",335,"Corrected",4750,NA,725.75,0,1.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.83670073747635,1355.68895383245,19.8962,"North Pacific",-0.023184526204628,10541,2007-11-25,FALSE,1355.68895383245,7.21206505710825,8.02761706255109,-0.815552005442844
"67",139,139,25,1,2008,23.5707,-164.4812,3761.99420443244,39.35,"C. Moore",335,"Corrected",4750,NA,1059.3,605.31,38.52,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.65670573711395,3761.99420443244,23.5707,"North Pacific",0.146654728987518,10602,2008-01-25,FALSE,3761.99420443244,8.23270446930488,8.1175724168268,0.115132052478085
"68",140,140,11,11,2007,19.2407,-155.1751,2842.41327637379,7.52,"C. Moore",335,"Corrected",4750,NA,1253.82,156.73,3.76,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.52420073747635,2842.41327637379,19.2407,"North Pacific",-0.0199296096709495,10527,2007-11-11,FALSE,2842.41327637379,7.95240871552823,8.02934102895446,-0.0769323134262319
"69",141,141,10,11,2007,18.9173,-155.7009,4553.64226863324,2.3,"C. Moore",335,"Corrected",4750,NA,1672.35,418.09,1.88,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.28030425310135,4553.64226863324,18.9173,"North Pacific",-0.0624429738089845,10526,2007-11-10,FALSE,4553.64226863324,8.42368269031759,8.00682382745024,0.416858862867349
"70",142,142,21,6,2009,24.6048,-146.387,5578.36017167563,28.45,"C. Moore",335,"Corrected",4750,NA,2299.47,209.04,5.14,23.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.489950299263,5578.36017167563,24.6048,"North Pacific",0.160568966091242,11115,2009-06-21,FALSE,5578.36017167563,8.62665013614154,8.1249420919159,0.501708044225632
"71",143,143,21,6,2009,24.4147,-146.6687,4282.34793748419,49.44,"C. Moore",335,"Corrected",4750,NA,1472.71,420.77,4.84,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.664266705513,4282.34793748419,24.4147,"North Pacific",0.244550061282163,11115,2009-06-21,FALSE,4282.34793748419,8.36225672168325,8.16942267540536,0.192834046277893
"72",144,144,23,1,2008,21.6499,-160.5483,4242.82611942795,3.98,"C. Moore",335,"Corrected",4750,NA,1928.42,0,3.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.38107097148895,4242.82611942795,21.6499,"North Pacific",0.102457258289092,10600,2008-01-23,FALSE,4242.82611942795,8.35298486378941,8.09416322835462,0.258821635434787
"73",145,145,10,11,2007,18.1587,-155.9801,11576.2582830513,8.16,"C. Moore",335,"Corrected",4750,NA,5101.64,0,8.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.69876128435135,11576.2582830513,18.1587,"North Pacific",0.0256811179343223,10526,2007-11-10,FALSE,11576.2582830513,9.35671158000534,8.05349874888713,1.30321283111821
"74",146,146,21,6,2009,24.5445,-146.4777,9469.41504043714,117.16,"C. Moore",335,"Corrected",4750,NA,3856.44,330.55,2.9,114.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.664266705513,9469.41504043714,24.5445,"North Pacific",0.160568966091242,11115,2009-06-21,FALSE,9469.41504043714,9.15582241451909,8.1249420919159,1.03088032260318
"75",147,147,17,9,2009,31.3132,-158.7325,5448.50164191839,13.21,"C. Moore",335,"Corrected",4750,NA,1993.75,1079.95,5.32,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.38698148727417,5448.50164191839,31.3132,"North Pacific",0.00879874628302756,11203,2009-09-17,FALSE,5448.50164191839,8.60309592176927,8.04455700146138,0.558538920307889
"76",148,148,18,7,2009,39.2955,-179.7523,32517.9245559882,115.81,"C. Moore",335,"Corrected",4750,NA,13564.13,2086.79,7.82,107.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.81486040353775,32517.9245559882,39.2955,"North Pacific",-0.0129695406871319,11142,2009-07-18,FALSE,32517.9245559882,10.3895467410836,8.03302742919517,2.35651931188839
"77",149,149,12,11,2007,19.6952,-154.3368,7863.31599242023,35.89,"C. Moore",335,"Corrected",4750,NA,2659.07,1107.94,10.63,25.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.85989409685135,7863.31599242023,19.6952,"North Pacific",0.133295173091492,10528,2007-11-12,FALSE,7863.31599242023,8.96996367844337,8.11049652861572,0.859467149827658
"78",150,150,23,1,2008,22.0117,-160.8771,9470.07028618384,44.4,"C. Moore",335,"Corrected",4750,NA,3359.73,959.92,23.76,20.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.34493815898895,9470.07028618384,22.0117,"North Pacific",0.0361610522414525,10600,2008-01-23,FALSE,9470.07028618384,9.15589160813609,8.05904944564636,1.09684216248974
"79",151,151,12,11,2007,19.8499,-154.435,8158.62269812255,31.06,"C. Moore",335,"Corrected",4750,NA,3497.06,411.42,10.49,20.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.85989409685135,8158.62269812255,19.8499,"North Pacific",0.133295173091492,10528,2007-11-12,FALSE,8158.62269812255,9.00683064671724,8.11049652861572,0.896334118101523
"80",152,152,24,11,2007,19.0713,-155.4457,12020.5978966231,51.36,"C. Moore",335,"Corrected",4750,NA,4772.34,1590.78,12.5,38.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.93582183122635,12020.5978966231,19.0713,"North Pacific",-0.0199296096709495,10540,2007-11-24,FALSE,12020.5978966231,9.39437694866768,8.02934102895446,1.36503591971322
"81",153,153,21,1,2008,19.2901,-156.0478,11821.5712312734,5.14,"C. Moore",335,"Corrected",4750,NA,9427.82,0,5.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.37667644023895,11821.5712312734,19.2901,"North Pacific",-0.0624429738089845,10598,2008-01-21,FALSE,11821.5712312734,9.37768121201346,8.00682382745024,1.37085738456322
"82",154,154,24,1,2008,22.9567,-161.9107,10938.5242714986,611.6,"C. Moore",335,"Corrected",4750,NA,4559.63,359.97,49.8,561.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.48849284648895,10938.5242714986,22.9567,"North Pacific",0.0349926811869413,10601,2008-01-24,FALSE,10938.5242714986,9.30004617396107,8.05843061796712,1.24161555599396
"83",155,155,23,1,2008,21.6509,-160.5405,26793.7719073272,78.09,"C. Moore",335,"Corrected",4750,NA,6447.24,5730.88,67.34,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.38107097148895,26793.7719073272,21.6509,"North Pacific",0.102457258289092,10600,2008-01-23,FALSE,26793.7719073272,10.1959247479742,8.09416322835462,2.10176151961959
"84",156,156,15,6,2009,24.2205,-128.353,9855.71355706105,5.72,"C. Moore",335,"Corrected",4750,NA,7092.08,766.71,4.95,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.378378033638,9855.71355706105,24.2205,"North Pacific",-0.0649650030448332,11109,2009-06-15,FALSE,9855.71355706105,9.19580662255278,8.00548803477293,1.19031858777985
"85",157,157,12,11,2007,19.9206,-154.6866,15937.465522352,151.42,"C. Moore",335,"Corrected",4750,NA,6409.51,1547.12,29.86,121.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.46804839372635,15937.465522352,19.9206,"North Pacific",0.0923903844557787,10528,2007-11-12,FALSE,15937.465522352,9.67642793859504,8.08883130905775,1.58759662953728
"86",158,158,17,7,2009,37.8532,-179.3768,15899.2652697225,46.69,"C. Moore",335,"Corrected",4750,NA,7418.61,1180.23,34.38,12.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.74747759103775,15899.2652697225,37.8532,"North Pacific",0.013419122725867,11141,2009-07-17,FALSE,15899.2652697225,9.67402817768922,8.04700418364745,1.62702399404176
"87",159,159,16,6,2009,23.5677,-130.3722,18352.3978565729,17.41,"C. Moore",335,"Corrected",4750,NA,11928.87,2105.09,7.97,9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.831014752388,18352.3978565729,23.5677,"North Pacific",0.0447114040494658,11110,2009-06-16,FALSE,18352.3978565729,9.81751551832842,8.06357813911714,1.75393737921127
"88",160,160,21,6,2009,24.3578,-146.7665,64142.8541628359,6.03,"C. Moore",335,"Corrected",4750,NA,28361.36,0,6.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.664266705513,64142.8541628359,24.3578,"North Pacific",0.122018622156286,11115,2009-06-21,FALSE,64142.8541628359,11.0688679712099,8.10452390389337,2.96434406731657
"89",161,161,30,1,2008,32.8404,-170.0683,100030.867666486,3181.93,"C. Moore",335,"Corrected",4750,NA,23426.7,1371.32,55.21,3126.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",8.72360026836395,100030.867666486,32.8404,"North Pacific",0.194180286932128,10607,2008-01-30,FALSE,100030.867666486,11.5132340940042,8.14274432656711,3.37048976743714
"90",162,162,30,6,2009,23.567,-160.4192,26623.3091115423,34.05,"C. Moore",335,"Corrected",4750,NA,13147.44,287.9,23.21,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.368124127388,26623.3091115423,23.567,"North Pacific",0.10767362198701,11124,2009-06-30,FALSE,26623.3091115423,10.1895423934473,8.09692607516495,2.09261631828237
"91",163,163,10,2,2008,35.8771,-132.573,105520.04053571,88.86,"C. Moore",335,"Corrected",4750,NA,41059.22,9561.74,24.37,64.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.84644019603729,105520.04053571,35.8771,"North Pacific",0.388371817401355,10618,2008-02-10,FALSE,105520.04053571,11.566656171543,8.24559786240568,3.32105830913737
"92",164,164,10,11,2007,18.8899,-155.6586,18268.3081700187,144.05,"C. Moore",335,"Corrected",4750,NA,8386.43,0,61.48,82.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.28030425310135,18268.3081700187,18.8899,"North Pacific",-0.0624429738089845,10526,2007-11-10,FALSE,18268.3081700187,9.81292304355272,8.00682382745024,1.80609921610248
"93",165,165,15,7,2009,34.5053,-179.858,21734.2290784731,40.04,"C. Moore",335,"Corrected",4750,NA,12120.25,606.01,30.65,9.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.07902055978775,21734.2290784731,34.5053,"North Pacific",0.154219636522282,11139,2009-07-15,FALSE,21734.2290784731,9.98664367366448,8.12157916978025,1.86506450388423
"94",166,166,20,9,2007,38.641,-142.2665,44110.8149420849,37.65,"C. Moore",335,"Corrected",4750,NA,22107.93,928.2,23.22,14.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.05645406246185,44110.8149420849,38.641,"North Pacific",0.147563462029916,10475,2007-09-20,FALSE,44110.8149420849,10.6944602681513,8.11805372724398,2.5764065409073
"95",167,167,15,6,2009,25.107,-128.1097,38970.2952167905,42.67,"C. Moore",335,"Corrected",4750,NA,27051.09,3834.01,10.29,32.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.444296002388,38970.2952167905,25.107,"North Pacific",0.0271917390957104,11109,2009-06-15,FALSE,38970.2952167905,10.5705549737927,8.05429884932089,2.51625612447176
"96",168,168,20,9,2007,38.6878,-142.0264,40433.0323533139,248.58,"C. Moore",335,"Corrected",4750,NA,19454.7,1660.77,23.91,224.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.05645406246185,40433.0323533139,38.6878,"North Pacific",0.147563462029916,10475,2007-09-20,FALSE,40433.0323533139,10.6074023623776,8.11805372724398,2.48934863513366
"97",169,169,27,1,2008,30.1206,-165.4097,63485.5648605477,275.58,"C. Moore",335,"Corrected",4750,NA,26062.85,2337.48,96.53,179.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.54342448711395,63485.5648605477,30.1206,"North Pacific",0.697907534752042,10604,2008-01-27,FALSE,63485.5648605477,11.0585678340078,8.40954344191122,2.64902439209657
"98",170,170,6,2,2008,36.1594,-157.5585,83652.4930339425,581.25,"C. Moore",335,"Corrected",4750,NA,17909.01,1790.9,84.77,496.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",9.25513160228729,83652.4930339425,36.1594,"North Pacific",0.103017840360701,10614,2008-02-06,FALSE,83652.4930339425,11.3344265091262,8.09446014062496,3.23996636850122
